Genero,Region,Campus,Escuela,Programa_Ini,PrepaTEC,PAA,PNA,P_Beca,P_Prestamo,Life,PI,Experiencia,TOEFL,Promedio_Gr,Sueldo_Real
Femenino,RCM,CCM,EAAD,LAD,SI,1487.0,83.0,0.0,0.0,Si,NO,No,547.0,87789.0,8000.0
Masculino,RCS,TOL,EIC,IMA,SI,1487.0,86.0,0.9,0.0,No,SI,Sí,590.0,84819.0,0.0
Femenino,RCM,CCM,EN,LMC,SI,1487.0,81.0,0.0,0.0,No,NO,No,550.0,88606.0,23000.0
Femenino,RCM,CSF,ECSG,LED,SI,1487.0,90.0,0.0,0.0,No,SI,No,550.0,90206.0,11000.0
Masculino,RCM,CCM,EIC,ITS,SI,1487.0,90.0,0.6,0.0,Si,NO,Sí,573.0,81.91,21000.0
Masculino,RCM,CCM,ECSG,LRI,SI,1420.0,86.0,0.0,0.1,Si,SI,Sí,567.0,83.44,25000.0
Femenino,RCM,CCM,ECSG,LRI,SI,1487.0,83.0,0.0,0.0,Si,SI,Sí,617.0,93017.0,11600.0
Femenino,RCM,CCM,EAAD,ARQ,SI,1487.0,81.0,0.0,0.0,No,NO,Sí,553.0,87406.0,12000.0
Masculino,RCM,CCM,EIC,IIS,SI,1487.0,85.0,0.2,0.2,Si,SI,Sí,633.0,91396.0,24000.0
Femenino,RCM,CCM,EIC,IBT,SI,1487.0,90.0,0.25,0.25,Si,NO,No,550.0,88393.0,16000.0
Femenino,RCM,CCM,EHE,LCMD,SI,1487.0,88.0,0.0,0.0,Si,SI,Sí,610.0,93275.0,18000.0
Masculino,RCM,CCM,EN,LAF,SI,1487.0,82.0,0.0,0.0,Si,SI,Sí,587.0,85122.0,20000.0
Femenino,RCM,CCM,EIC,IBT,NO,1433.0,89.0,0.0,0.0,Si,SI,No,550.0,89661.0,18098.0
Masculino,RCM,CCM,ECSG,LEF,SI,1487.0,78.0,0.0,0.0,Si,SI,Sí,563.0,91142.0,15000.0
Masculino,RCM,CCM,EAAD,ARQ,SI,1487.0,88.0,0.1,0.2,No,SI,Sí,620.0,86524.0,17500.0
Masculino,RCM,CCM,EIC,ITC,SI,1487.0,88.0,0.2,0.35,Si,SI,Sí,590.0,92859.0,31000.0
Femenino,RCM,CCM,EMCS,LP,SI,1487.0,77.0,0.0,0.0,Si,SI,Sí,670.0,84333.0,19000.0
Femenino,RCM,CSF,ECSG,LRI,SI,1289.0,75.0,0.0,0.35,Si,NO,No,550.0,82209.0,8000.0
Femenino,RCM,CCM,EN,LIN,SI,1487.0,79.0,0.0,0.0,Si,SI,Sí,557.0,85982.0,14531.0
Masculino,RCM,CCM,EIC,IIS,SI,1481.0,94.0,0.6,0.1,Si,SI,Sí,630.0,95433.0,80000.0
Masculino,RCM,CCM,EN,LMC,SI,1487.0,88.0,0.0,0.0,No,NO,Sí,600.0,93789.0,25000.0
Femenino,RCM,CCM,EIC,IBT,SI,1487.0,86.0,0.2,0.2,Si,SI,Sí,567.0,86.65,21000.0
Femenino,RM,MTY,EIC,IIA,SI,1487.0,90.0,0.0,0.0,No,SI,No,630.0,94328.0,24000.0
Masculino,RCM,CCM,EIC,ITC,SI,1487.0,88.0,0.15,0.0,No,NO,No,573.0,90754.0,24000.0
Femenino,RCM,CCM,EIC,IIS,SI,1378.0,96.0,0.1,0.0,Si,SI,Sí,633.0,94.65,28000.0
Masculino,RCM,CCM,EN,LAF,SI,1487.0,88.0,0.15,0.15,Si,SI,Sí,620.0,91303.0,34500.0
Masculino,RCM,CCM,EIC,ITC,SI,1410.0,90.0,0.35,0.35,Si,SI,Sí,613.0,93464.0,0.0
Masculino,RCM,CCM,EIC,IBT,SI,1420.0,94.0,0.0,0.0,Si,SI,Sí,660.0,95233.0,0.0
Masculino,RM,MTY,EIC,IDS,NO,1525.0,100.0,0.6,0.0,Si,SI,Sí,663.0,96285.0,26000.0
Masculino,RCM,CCM,EIC,ITC,SI,1487.0,87.0,0.0,0.0,Si,SI,Sí,663.0,90771.0,19000.0
Masculino,RCM,CCM,EIC,ITC,SI,1527.0,92.0,0.8,0.0,No,NO,Sí,657.0,94.74,0.0
Masculino,RCM,CCM,ECSG,LED,SI,1487.0,82.0,0.9,0.0,Si,SI,Sí,623.0,85438.0,23000.0
Masculino,RCM,CCM,EN,LAF,SI,1487.0,84.0,0.25,0.0,Si,SI,No,653.0,90982.0,27200.0
Femenino,RCM,CCM,EIC,IDS,SI,1487.0,87.0,0.0,0.0,No,SI,No,573.0,91338.0,21500.0
Masculino,RCM,CCM,EIC,IIS,SI,1487.0,87.0,0.2,0.2,Si,SI,Sí,630.0,91266.0,22700.0
Femenino,RCM,CCM,EIC,IIS,SI,1148.0,90.0,0.2,0.2,Si,SI,Sí,560.0,92.55,20000.0
Femenino,RCM,CCM,ECSG,LEF,SI,1487.0,89.0,0.0,0.1,Si,NO,No,563.0,87.4,20900.0
Masculino,RCM,CCM,EN,LAE,SI,1487.0,84.0,0.0,0.0,Si,NO,Sí,637.0,90.66,15000.0
Femenino,RCM,CCM,ECSG,LED,SI,1423.0,91.0,0.5,0.0,Si,NO,Sí,573.0,95482.0,20000.0
Masculino,RCM,CCM,EIC,IIS,SI,1487.0,88.0,0.1,0.1,Si,SI,Sí,613.0,90.3,20000.0
Masculino,RCM,CCM,EIC,IIS,SI,1487.0,91.0,0.7,0.0,Si,SI,Sí,640.0,93593.0,21000.0
Femenino,RCM,CCM,EN,LAE,SI,1358.0,91.0,0.25,0.25,Si,SI,Sí,640.0,94036.0,22000.0
Masculino,RCM,CCM,EIC,ITS,SI,1487.0,87.0,0.0,0.1,Si,NO,Sí,590.0,88718.0,26000.0
Masculino,RCM,CCM,EIC,IBT,SI,1445.0,92.0,0.5,0.0,No,SI,Sí,620.0,95066.0,26748.0
Femenino,RCM,CCM,ECSG,LED,SI,1487.0,86.0,0.0,0.0,No,SI,No,597.0,91.25,10000.0
Femenino,RCM,CCM,ECSG,LRI,SI,1487.0,89.0,0.2,0.3,Si,SI,Sí,620.0,95482.0,23000.0
Masculino,RCM,CCM,EIC,ITS,SI,1368.0,91.0,0.15,0.35,Si,NO,No,550.0,88234.0,22000.0
Masculino,RCM,CEM,ECSG,LEF,SI,1487.0,83.0,0.7,0.0,No,NO,Sí,537.0,86553.0,20000.0
Femenino,RCM,CCM,EN,LIN,SI,1487.0,99.0,0.9,0.0,Si,NO,No,653.0,99357.0,13000.0
Femenino,RM,MTY,EIC,INT,SI,1487.0,87.0,0.15,0.15,Si,NO,Sí,573.0,88796.0,15000.0
Masculino,RCM,CCM,EIC,ITC,SI,1487.0,86.0,0.0,0.0,No,SI,No,630.0,89894.0,23000.0
Masculino,RCM,CCM,ECSG,LED,SI,1487.0,81.0,0.0,0.0,No,NO,Sí,557.0,87736.0,12500.0
Femenino,RCM,CCM,EN,LMC,SI,1379.0,90.0,0.1,0.0,Si,SI,Sí,567.0,94169.0,12000.0
Femenino,RCM,CCM,EN,LAF,SI,1405.0,94.0,0.25,0.25,Si,NO,Sí,550.0,97232.0,19000.0
Femenino,RCM,CCM,EMCS,LP,SI,1455.0,91.0,0.6,0.0,Si,NO,Sí,590.0,93.16,18300.0
Femenino,RCM,CCM,EIC,IMT,SI,1365.0,91.0,0.1,0.2,Si,SI,No,590.0,91688.0,16000.0
Femenino,RCM,CCM,ECSG,LEF,SI,1351.0,94.0,0.15,0.15,Si,SI,Sí,593.0,88.12,32000.0
Femenino,RCM,CCM,EN,LIN,SI,1487.0,86.0,0.1,0.1,Si,SI,Sí,553.0,92678.0,19100.0
Femenino,RCM,CCM,ECSG,LRI,SI,1487.0,89.0,0.2,0.2,Si,SI,Sí,627.0,91438.0,11000.0
Femenino,RCM,CCM,EN,LAF,SI,1405.0,94.0,0.35,0.35,Si,SI,Sí,583.0,93732.0,25000.0
Femenino,RCM,CSF,EN,LIN,SI,1487.0,89.0,0.1,0.1,No,SI,Sí,577.0,91543.0,28500.0
Femenino,RCM,CCM,EIC,IDS,SI,1487.0,97.0,0.0,0.0,Si,NO,Sí,657.0,96271.0,24000.0
Femenino,RCM,CCM,EMCS,LP,SI,1398.0,90.0,0.1,0.0,Si,SI,Sí,547.0,93403.0,20400.0
Masculino,RCM,CCM,EIC,IMD,SI,1335.0,84.0,0.0,0.0,Si,NO,Sí,600.0,85491.0,18098.0
Masculino,RCM,CSF,ECSG,LED,SI,1487.0,81.0,0.25,0.25,Si,SI,Sí,550.0,90482.0,20000.0
Masculino,RCM,CCM,EIC,ITS,SI,1485.0,90.0,0.6,0.0,Si,SI,Sí,607.0,92285.0,37900.0
Masculino,RO,GDL,EN,LAF,SI,1487.0,84.0,0.0,0.0,No,SI,Sí,577.0,88482.0,22000.0
Femenino,RCM,CCM,EN,LCPF,NO,1487.0,9.0,0.0,0.0,Si,NO,Sí,520.0,81476.0,15000.0
Femenino,RCM,CCM,ECSG,LEF,SI,1416.0,94.0,0.1,0.1,Si,SI,Sí,600.0,94089.0,16000.0
Masculino,RCM,CCM,EIC,IMT,SI,1487.0,87.0,0.0,0.0,No,NO,Sí,573.0,85048.0,13000.0
Masculino,RCM,CCM,EIC,IDS,NO,1448.0,94.0,0.5,0.0,Si,NO,Sí,600.0,97288.0,32000.0
Femenino,RCM,CCM,ECSG,LRI,SI,1482.0,90.0,0.6,0.0,Si,SI,Sí,647.0,96339.0,15000.0
Femenino,RCM,CCM,EIC,IMD,SI,1366.0,91.0,0.2,0.0,Si,NO,Sí,577.0,89949.0,21970.0
Masculino,RCM,CCM,EIC,IME,SI,1487.0,89.0,0.25,0.25,No,NO,Sí,623.0,94.05,0.0
Femenino,RCM,CCM,EIC,ITC,SI,1487.0,89.0,0.0,0.0,Si,NO,No,587.0,93017.0,15000.0
Masculino,RCM,CCM,EIC,IMT,SI,1487.0,88.0,0.2,0.2,Si,NO,Sí,550.0,89269.0,15000.0
Masculino,RCM,CCM,EIC,IIS,NO,1556.0,95.0,0.8,0.0,Si,SI,Sí,617.0,95583.0,17110.0
Femenino,RCM,CCM,ECSG,LRI,NO,1324.0,87.0,0.0,0.0,Si,NO,Sí,643.0,90288.0,11500.0
Masculino,RCM,CCM,EIC,ITC,NO,1414.0,90.0,0.2,0.2,Si,SI,Sí,573.0,95017.0,40000.0
Masculino,RCM,CCM,EN,LCPF,SI,1487.0,90.0,0.1,0.1,No,NO,Sí,550.0,177322.0,38000.0
Femenino,RCM,CCM,ECSG,LRI,SI,1485.0,91.0,0.7,0.0,No,NO,Sí,623.0,91509.0,23500.0
Masculino,RCM,CCM,EIC,ITC,SI,1487.0,92.0,0.9,0.0,Si,SI,Sí,653.0,92327.0,15000.0
Femenino,RCM,CCM,EIC,ITS,SI,1212.0,92.0,0.35,0.35,Si,NO,Sí,537.0,92571.0,0.0
Femenino,RCM,CCM,EIC,IBT,SI,1470.0,95.0,0.0,0.0,Si,SI,No,550.0,96333.0,28000.0
Masculino,RCM,CSF,EN,LAF,SI,1487.0,84.0,0.0,0.0,No,NO,No,600.0,89218.0,25000.0
Femenino,RCM,CCM,EMCS,LP,NO,1273.0,81.0,0.0,0.35,Si,NO,Sí,520.0,82269.0,12000.0
Femenino,RCM,CCM,EN,LAE,SI,1487.0,87.0,0.15,0.15,Si,NO,Sí,550.0,92839.0,18750.0
Masculino,RCM,CCM,EIC,ITC,SI,1487.0,87.0,0.0,0.0,No,SI,No,657.0,88625.0,28000.0
Femenino,RCM,CCM,EIC,IIS,SI,1487.0,89.0,0.0,0.0,No,SI,Sí,573.0,88.87,17900.0
Femenino,RCM,CCM,EN,LMC,SI,1487.0,87.0,0.0,0.0,No,NO,Sí,537.0,91.31,24000.0
Masculino,RCM,CCM,EIC,ITC,SI,1487.0,86.0,0.0,0.0,No,SI,Sí,597.0,87745.0,75000.0
Femenino,RCM,CCM,EIC,IMD,SI,1368.0,86.0,0.0,0.0,No,SI,Sí,617.0,84822.0,17000.0
Masculino,RCM,CCM,EN,LAF,SI,1487.0,85.0,0.0,0.0,No,SI,Sí,623.0,90875.0,22000.0
Femenino,RCM,CCM,EMCS,LP,SI,1487.0,85.0,0.0,0.0,No,NO,Sí,563.0,92589.0,15000.0
Femenino,RCM,CSF,EN,LAE,SI,1325.0,90.0,0.2,0.3,Si,SI,No,637.0,93678.0,15000.0
Masculino,RCM,CCM,ECSG,LEF,SI,1521.0,93.0,0.8,0.0,Si,NO,Sí,637.0,97696.0,28000.0
Masculino,RCM,CCM,EIC,ITC,SI,1487.0,87.0,0.1,0.2,Si,SI,Sí,617.0,90767.0,80000.0
Femenino,RCM,CCM,EIC,IDS,SI,1487.0,90.0,0.0,0.15,Si,NO,Sí,550.0,85206.0,17000.0
Masculino,RCM,CCM,EN,LCPF,SI,1487.0,84.0,0.15,0.0,No,SI,Sí,613.0,86375.0,15000.0
Femenino,RCM,CCM,EN,LCPF,SI,1487.0,80.0,0.0,0.25,Si,NO,Sí,557.0,86666.0,21600.0
Femenino,RCM,CCM,EN,LAE,SI,1487.0,84.0,0.35,0.0,No,SI,Sí,550.0,90355.0,10000.0
Femenino,RCM,CCM,EN,LEM,SI,1487.0,80.0,0.0,0.3,Si,SI,Sí,550.0,85233.0,15000.0
Masculino,RCM,CEM,EIC,IMT,NO,1487.0,91.0,0.0,0.0,No,SI,No,667.0,88098.0,20000.0
Masculino,RCM,CEM,EN,LPO,SI,1487.0,84.0,0.1,0.0,Si,NO,Sí,550.0,92642.0,20000.0
Masculino,RCM,CEM,EIC,IMT,NO,1487.0,90.0,0.0,0.0,Si,NO,No,550.0,86848.0,20000.0
Femenino,RCM,CSF,EN,LAF,SI,1487.0,82.0,0.0,0.0,No,SI,No,580.0,81428.0,32000.0
Femenino,RCM,CCM,EN,LAE,SI,1487.0,88.0,0.25,0.0,Si,SI,Sí,620.0,95571.0,18000.0
Masculino,RCM,CCM,EIC,ITS,SI,1487.0,89.0,0.15,0.15,Si,NO,No,580.0,86079.0,30000.0
Masculino,RCM,CCM,EN,LAE,SI,1521.0,92.0,0.8,0.0,Si,NO,No,570.0,94767.0,28367.0
Masculino,RCM,CCM,EHE,LCMD,SI,1487.0,81.0,0.0,0.0,No,NO,No,590.0,89186.0,11000.0
Femenino,RCM,CSF,EN,LEM,SI,1468.0,93.0,0.6,0.0,Si,SI,Sí,660.0,96107.0,24000.0
Femenino,RCM,CCM,EN,LAE,SI,1487.0,82.0,0.0,0.0,No,NO,No,550.0,92142.0,12000.0
Masculino,RCS,PUE,EIC,IMA,NO,1471.0,84.0,0.2,0.2,No,NO,Sí,583.0,88145.0,20000.0
Femenino,RCS,TOL,EN,LCPF,NO,1259.0,91.0,0.0,0.0,Si,NO,No,550.0,87933.0,13000.0
Femenino,RCM,CCM,EIC,IBT,NO,1213.0,79.0,0.0,0.0,No,NO,No,550.0,82547.0,21000.0
Femenino,RCM,CCM,EMCS,LP,SI,1487.0,87.0,0.1,0.2,No,NO,Sí,573.0,90.14,32000.0
Masculino,RCM,CCM,EIC,IIS,NO,1382.0,90.0,0.0,0.2,Si,NO,No,540.0,80671.0,25000.0
Masculino,RCM,CCM,EIC,IIS,NO,1258.0,82.0,0.0,0.0,No,SI,Sí,550.0,80884.0,33000.0
Masculino,RCM,CCM,EN,LAE,NO,1364.0,77.0,0.15,0.35,No,SI,Sí,577.0,85224.0,96000.0
Femenino,RO,LEO,EAAD,LDI,SI,1487.0,76.0,0.0,0.0,Si,NO,Sí,610.0,80446.0,30000.0
Masculino,RCS,QRO,EAAD,ARQ,SI,1487.0,87.0,0.0,0.0,Si,SI,Sí,553.0,94189.0,14000.0
Masculino,RO,LEO,EIC,IIS,NO,1387.0,81.0,0.0,0.0,No,NO,Sí,537.0,88415.0,13000.0
Masculino,RCS,QRO,EIC,IMT,SI,1487.0,83.0,0.15,0.0,No,SI,Sí,553.0,86459.0,18500.0
Masculino,RCS,QRO,EAAD,LAD,SI,1487.0,87.0,0.0,0.0,Si,NO,Sí,550.0,86.5,10000.0
Femenino,RO,GDL,EIC,IMD,SI,1560.0,97.0,0.35,0.25,Si,NO,Sí,620.0,86629.0,9000.0
Masculino,RCS,QRO,EN,LAF,SI,1487.0,88.0,0.0,0.0,No,SI,Sí,590.0,86535.0,16000.0
Femenino,RCS,QRO,EN,LIN,SI,1487.0,88.0,0.0,0.0,No,NO,Sí,550.0,93189.0,17000.0
Masculino,RCS,QRO,EIC,IIS,SI,1487.0,91.0,0.0,0.0,No,SI,Sí,557.0,91032.0,15000.0
Femenino,RCS,QRO,EIC,IIS,SI,1487.0,95.0,0.25,0.25,Si,NO,Sí,597.0,94183.0,15000.0
Femenino,RO,GDL,EAAD,LDI,SI,1487.0,83.0,0.0,0.0,No,SI,Sí,550.0,83.45,10000.0
Femenino,RCS,TOL,EAAD,LDI,SI,1487.0,90.0,0.0,0.4,Si,NO,No,550.0,93166.0,8000.0
Masculino,RCS,TOL,EN,LCPF,SI,1487.0,90.0,0.4,0.4,Si,NO,Sí,550.0,93543.0,27800.0
Masculino,RCS,TOL,EHE,LCMD,NO,1363.0,82.0,0.0,0.0,Si,NO,Sí,650.0,89393.0,13000.0
Masculino,RCS,TOL,EN,LCDE,NO,1452.0,89.0,0.2,0.4,No,NO,Sí,550.0,90267.0,70000.0
Masculino,RCS,TOL,EIC,IMT,SI,1487.0,86.0,0.0,0.0,Si,SI,Sí,597.0,81432.0,21000.0
Masculino,RCM,CCM,EHE,IMI,NO,1487.0,90.0,0.0,0.0,Si,NO,Sí,537.0,77986.0,30000.0
Femenino,RCS,TOL,EIC,IDA,SI,1487.0,84.0,0.0,0.15,Si,NO,Sí,563.0,79397.0,15000.0
Masculino,RCS,TOL,EHE,LCMD,SI,1529.0,88.0,0.25,0.25,Si,NO,Sí,563.0,84.85,20000.0
Femenino,RCS,QRO,EN,LIN,SI,1487.0,78.0,0.0,0.0,No,SI,Sí,600.0,76734.0,18000.0
Masculino,RCS,TOL,EAAD,ARQ,SI,1487.0,84.0,0.45,0.25,No,NO,Sí,550.0,84586.0,16000.0
Masculino,RCS,TOL,EAAD,LDI,SI,1487.0,90.0,0.25,0.25,No,NO,No,550.0,92.91,16000.0
Masculino,RM,MTY,EIC,IMD,SI,1454.0,85.0,0.15,0.25,Si,NO,Sí,580.0,85.59,23500.0
Masculino,RCS,TOL,EIC,IIS,SI,1465.0,93.0,0.2,0.2,No,SI,Sí,617.0,92328.0,65148.0
Masculino,RCS,TOL,EIC,IBT,SI,1409.0,86.0,0.0,0.1,Si,NO,Sí,550.0,87868.0,3000.0
Masculino,RCS,TOL,ECSG,LED,SI,1487.0,86.0,0.0,0.0,No,NO,Sí,563.0,94071.0,15500.0
Femenino,RCM,CCM,EIC,IMD,SI,1402.0,95.0,0.1,0.0,Si,NO,Sí,603.0,92593.0,18000.0
Femenino,RCS,TOL,EIC,IIS,SI,1376.0,87.0,0.1,0.2,Si,SI,Sí,600.0,82126.0,0.0
Femenino,RCS,TOL,ECSG,LED,SI,1412.0,93.0,0.35,0.35,Si,NO,Sí,550.0,91465.0,20000.0
Masculino,RM,MTY,EIC,IC,SI,1487.0,80.0,0.0,0.0,Si,NO,Sí,550.0,75546.0,30000.0
Masculino,RCS,QRO,EIC,IMT,SI,1337.0,86.0,0.0,0.0,Si,NO,Sí,573.0,77704.0,16000.0
Masculino,RCM,CCM,EIC,IMD,SI,1488.0,85.0,0.0,0.0,Si,NO,Sí,567.0,79567.0,18000.0
Femenino,RCM,CSF,EN,LAE,SI,1157.0,79.0,0.0,0.0,No,NO,Sí,550.0,82442.0,30000.0
Masculino,RM,MTY,EIC,IC,SI,1321.0,81.0,0.0,0.0,No,SI,Sí,550.0,83.0,0.0
Femenino,RCS,TOL,EIC,IIS,SI,1487.0,91.0,0.25,0.25,Si,SI,Sí,560.0,88796.0,22300.0
Femenino,RCS,TOL,EIC,IMA,SI,1497.0,93.0,0.25,0.25,Si,NO,Sí,600.0,94033.0,30700.0
Femenino,RCS,QRO,EN,LMC,SI,1234.0,87.0,0.3,0.3,Si,NO,Sí,590.0,89152.0,10000.0
Femenino,RCM,CSF,EIC,IIS,SI,1364.0,93.0,0.0,0.0,No,SI,Sí,577.0,93791.0,25000.0
Masculino,RCS,TOL,EAAD,ARQ,SI,1487.0,90.0,0.25,0.25,Si,SI,Sí,600.0,93913.0,21000.0
Femenino,RCS,TOL,EAAD,LDI,SI,1487.0,82.0,0.15,0.25,Si,NO,Sí,600.0,87.0,0.0
Femenino,RCS,TOL,EIC,IIS,SI,1431.0,92.0,0.25,0.25,No,SI,Sí,600.0,87382.0,22000.0
Masculino,RCS,TOL,EIC,IIS,SI,1412.0,95.0,0.3,0.0,Si,SI,Sí,550.0,93447.0,94760.0
Masculino,RCS,TOL,EIC,IIS,SI,1168.0,76.0,0.0,0.0,No,NO,Sí,550.0,81047.0,19000.0
Masculino,RCS,TOL,EIC,ISC,SI,1305.0,87.0,0.0,0.0,Si,NO,Sí,550.0,81492.0,12280.0
Masculino,RCS,QRO,EN,LAF,SI,1423.0,89.0,0.0,0.0,No,SI,Sí,593.0,83295.0,22000.0
Femenino,RCS,TOL,ECSG,LED,SI,1487.0,90.0,0.15,0.4,No,NO,Sí,550.0,90719.0,15000.0
Femenino,RCS,PUE,EN,LAE,SI,1541.0,90.0,0.6,0.0,Si,SI,No,633.0,94973.0,23000.0
Femenino,RCM,CCM,EN,LAF,SI,1027.0,84.0,0.0,0.0,No,SI,Sí,560.0,82222.0,25000.0
Femenino,RCS,TOL,EAAD,LDI,SI,1256.0,81.0,0.0,0.0,No,NO,Sí,550.0,88034.0,0.0
Femenino,RCS,TOL,EN,LEM,SI,1578.0,89.0,0.45,0.25,No,NO,Sí,617.0,94622.0,22750.0
Masculino,RCS,TOL,EN,LAE,SI,1463.0,94.0,0.3,0.3,Si,NO,Sí,590.0,96196.0,24500.0
Masculino,RCM,CSF,EIC,IIS,SI,1525.0,95.0,0.8,0.0,No,SI,Sí,653.0,95522.0,33000.0
Femenino,RM,MTY,EIC,IIS,SI,1510.0,95.0,0.5,0.0,No,SI,Sí,643.0,93.75,28250.0
Masculino,RCS,TOL,EN,LCPF,SI,1441.0,93.0,0.35,0.0,Si,SI,Sí,607.0,95642.0,18000.0
Masculino,RM,MTY,EIC,IIS,SI,1383.0,90.0,0.3,0.3,No,NO,No,563.0,91616.0,20969.0
Masculino,RCS,TOL,EIC,IIS,SI,1438.0,94.0,0.35,0.35,Si,NO,Sí,570.0,94066.0,18000.0
Femenino,RCS,TOL,EIC,IIS,SI,1303.0,91.0,0.2,0.0,No,NO,Sí,550.0,92.1,21900.0
Masculino,RCS,TOL,EIC,ISC,SI,1487.0,90.0,0.0,0.0,No,NO,Sí,570.0,87.14,7000.0
Femenino,RCM,CEM,EHE,LCMD,SI,1487.0,90.0,0.0,0.0,Si,NO,No,600.0,93796.0,11000.0
Femenino,RCS,TOL,EN,LEM,SI,1441.0,94.0,0.25,0.25,Si,NO,Sí,570.0,95982.0,10000.0
Masculino,RCS,TOL,ECSG,LED,SI,1487.0,79.0,0.0,0.0,No,SI,Sí,550.0,82448.0,12000.0
Masculino,RO,GDL,EN,LAF,SI,1463.0,89.0,0.5,0.3,No,NO,No respuesta,550.0,92946.0,20000.0
Femenino,RCS,TOL,EIC,IIS,SI,1261.0,91.0,0.0,0.25,Si,SI,Sí,550.0,88573.0,14000.0
Femenino,RCS,TOL,EN,LEM,SI,1323.0,91.0,0.35,0.35,Si,NO,Sí,550.0,94561.0,12000.0
Femenino,RCS,TOL,ECSG,LED,SI,1487.0,83.0,0.0,0.0,No,NO,Sí,550.0,90982.0,25000.0
Femenino,RCS,TOL,EIC,IIS,SI,1398.0,91.0,0.2,0.2,Si,SI,No,597.0,90533.0,18000.0
Femenino,RCS,TOL,EAAD,LDI,SI,1457.0,92.0,0.15,0.15,Si,SI,No,587.0,92339.0,11000.0
Femenino,RCS,TOL,EIC,IMT,SI,1402.0,94.0,0.4,0.4,Si,NO,Sí,610.0,94278.0,25000.0
Masculino,RCM,CSF,ECSG,LEF,SI,1487.0,91.0,0.2,0.2,No,SI,No,593.0,90375.0,32000.0
Masculino,RO,GDL,EIC,ITE,SI,1466.0,92.0,0.1,0.1,Si,NO,Sí,663.0,91101.0,25000.0
Femenino,RCM,CSF,EN,LMC,SI,1487.0,85.0,0.15,0.15,No,NO,Sí,567.0,90.8,22700.0
Femenino,RO,GDL,EIC,IIS,SI,1420.0,92.0,0.9,0.0,Si,SI,Sí,590.0,89432.0,11500.0
Masculino,RCS,TOL,EIC,IMT,SI,1445.0,97.0,0.4,0.4,Si,NO,Sí,550.0,96032.0,25000.0
Masculino,RCS,TOL,EIC,ISC,NO,1487.0,86.0,0.0,0.0,Si,NO,Sí,600.0,86372.0,30000.0
Masculino,RCM,CSF,EN,LAF,SI,1487.0,90.0,0.25,0.25,No,SI,Sí,600.0,96089.0,25000.0
Masculino,RCS,TOL,EN,LCPF,SI,1487.0,87.0,0.05,0.25,Si,NO,Sí,550.0,89446.0,21360.0
Femenino,RCS,TOL,EN,LEM,SI,1348.0,96.0,0.4,0.4,Si,NO,Sí,597.0,96111.0,19100.0
Femenino,RCS,TOL,EN,LAE,SI,1487.0,88.0,0.2,0.2,Si,NO,Sí,587.0,95214.0,19100.0
Femenino,RCS,TOL,EHE,LCMD,NO,1487.0,87.0,0.35,0.25,Si,NO,Sí,550.0,93781.0,27500.0
Masculino,RCS,TOL,EN,LAE,SI,1487.0,78.0,0.0,0.0,Si,NO,Sí,583.0,88631.0,20000.0
Femenino,RCS,TOL,EN,LIN,SI,1487.0,87.0,0.0,0.0,No,SI,Sí,550.0,90362.0,17000.0
Masculino,RCS,TOL,EIC,IIS,NO,1315.0,73.0,0.0,0.0,No,NO,Sí,553.0,82.22,8000.0
Masculino,RCM,CSF,EN,LAE,SI,1487.0,82.0,0.0,0.0,Si,SI,No,550.0,82.35,12000.0
Masculino,RCS,TOL,EIC,IMT,NO,1487.0,73.0,0.0,0.0,No,NO,No,550.0,75012.0,32000.0
Masculino,RCM,CSF,EIC,IDS,NO,1448.0,75.0,0.0,0.0,Si,NO,Sí,550.0,83764.0,14000.0
Femenino,RCS,TOL,EIC,IIS,SI,1314.0,88.0,0.35,0.35,Si,NO,Sí,550.0,90934.0,15000.0
Femenino,RCS,QRO,ECSG,LRI,SI,1487.0,89.0,0.0,0.0,No,NO,Sí,550.0,92421.0,16000.0
Masculino,RCS,TOL,EAAD,ARQ,NO,1190.0,73.0,0.0,0.0,No,NO,Sí,550.0,82942.0,16660.0
Masculino,RCS,TOL,EIC,IIS,NO,1293.0,68.0,0.0,0.0,Si,NO,Sí,550.0,78155.0,14000.0
Femenino,RCS,TOL,ECSG,LED,NO,1487.0,90.0,0.25,0.25,Si,NO,Sí,640.0,92.75,10000.0
Femenino,RCS,TOL,EIC,IBT,NO,1487.0,90.0,0.2,0.2,Si,SI,Sí,550.0,88532.0,0.0
Masculino,RCS,TOL,EIC,IIS,NO,1156.0,87.0,0.0,0.4,No,SI,Sí,550.0,81718.0,0.0
Masculino,RCM,CSF,EN,LAE,NO,1348.0,87.0,0.3,0.3,Si,SI,Sí,550.0,90.2,21000.0
Masculino,RCS,TOL,EIC,IIS,NO,1436.0,92.0,0.0,0.1,No,SI,Sí,550.0,84391.0,59888.0
Femenino,RCS,TOL,EIC,IIS,NO,1432.0,91.0,0.0,0.0,No,SI,Sí,600.0,90507.0,61594.0
Masculino,RCS,QRO,EIC,IC,NO,1309.0,77.0,0.2,0.35,No,NO,Sí,550.0,89633.0,20000.0
Masculino,RCS,TOL,EN,LIN,NO,1209.0,83.0,0.9,0.0,Si,SI,Sí,550.0,81582.0,15000.0
Masculino,RCS,TOL,EHE,LCMD,NO,1405.0,78.0,0.0,0.0,No,NO,Sí,550.0,85098.0,25000.0
