Foraneo,FGS,Rubrica_CyE,PromMate,Ingles,FTE,P_Beca,P_Prestamo,Retencion1erA,Prom1erSem,Prom2doSem,Prom1erA,Escuela_0,Escuela_1,Genero_Femenino,HijoMilitar_NO,HijoMilitar_SI,Prog_Lider_NO,Prog_Lider_SI
Local,No,46.0,82.74521609790698,6,1.0,0.0,0.0,0,88.5,0.0,93.25,1,0,1,1,0,1,0
Local,Sin información,17.0,82.74521609790698,6,1.166666667,0.0,0.0,1,87.90909091,91.3,88.71794872,0,1,1,1,0,1,0
Local,Sí,28.0,82.74521609790698,6,1.0,0.0,0.0,0,90.1,0.0,89.0,0,1,1,1,0,1,0
SI: Nacional,No,48.0,82.74521609790698,1,1.0,0.15,0.0,1,97.16666667,96.2,96.66666667,0,1,1,1,0,1,0
SI: Extranjero,No,44.0,82.74521609790698,6,1.0,0.0,0.0,1,88.8,84.1,85.25,0,1,1,1,0,1,0
SI: Extranjero,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,85.0,87.33333333,87.38888889,1,0,1,1,0,1,0
Local,No,40.0,82.74521609790698,2,1.0,0.0,0.0,0,35.4,0.0,41.5,0,1,1,0,1,1,0
SI: Nacional,No,50.0,82.74521609790698,5,1.0,0.0,0.0,1,92.2,92.6,91.27777778,0,1,1,1,0,1,0
Local,No,32.0,82.74521609790698,5,1.0,0.9,0.0,1,88.5,95.9,91.94444444,0,1,1,1,0,1,0
Local,Sí,35.0,82.74521609790698,4,1.0,0.0,0.0,1,85.25,85.22222222,84.68421053,1,0,1,1,0,1,0
SI: Extranjero,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,97.16666667,95.66666667,96.41666667,0,1,1,1,0,1,0
SI: Extranjero,Sí,50.0,82.74521609790698,6,1.0,0.0,0.0,1,90.0,91.9,91.36111111,0,1,1,1,0,1,0
Local,Sin información,35.0,82.74521609790698,6,1.0,0.0,0.0,1,96.33333333,93.66666667,96.05555556,0,1,1,1,0,1,0
SI: Nacional,No,46.0,82.74521609790698,6,1.0,0.0,0.0,1,94.16666667,90.33333333,92.25,0,1,1,1,0,1,0
Local,No,31.0,82.74521609790698,6,1.0,0.55,0.25,1,94.5,94.33333333,94.41666667,0,1,1,1,0,1,0
SI: Extranjero,No,40.0,82.74521609790698,6,1.0,0.65,0.25,1,86.75,90.66666667,89.33333333,1,0,1,1,0,1,0
SI: Nacional,Sí,34.0,82.74521609790698,3,1.0,0.2,0.0,1,93.11111111,90.625,92.47058824,1,0,1,1,0,0,1
SI: Nacional,Sí,50.0,82.74521609790698,3,1.0,0.0,0.0,1,93.8,95.2,95.22222222,0,1,1,1,0,1,0
SI: Extranjero,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,89.125,91.0,88.97222222,1,0,1,1,0,1,0
SI: Nacional,No,31.0,82.74521609790698,6,1.0,0.0,0.0,1,92.2,93.9,92.41666667,0,1,1,1,0,1,0
Local,No,31.0,82.74521609790698,6,0.666666667,0.0,0.0,1,89.44444444,93.66666667,92.4375,0,1,1,1,0,1,0
Local,No,19.0,82.74521609790698,3,1.0,0.0,0.0,1,96.16666667,89.16666667,92.66666667,0,1,1,1,0,1,0
Local,No,42.0,82.74521609790698,1,1.0,0.9,0.0,1,89.5,89.7,90.11111111,0,1,1,1,0,1,0
Local,No,35.0,82.74521609790698,6,1.041666667,0.200000029,0.0,1,83.25,100.0,89.07692308,1,0,1,1,0,1,0
SI: Extranjero,No,40.0,82.74521609790698,6,0.833333333,0.0,0.0,1,75.66666667,78.27272727,78.75,0,1,1,1,0,1,0
SI: Extranjero,No,48.0,82.74521609790698,6,1.104166667,0.0,0.0,1,90.125,87.33333333,90.18918919,0,1,1,1,0,1,0
SI: Extranjero,No,36.0,82.74521609790698,6,1.0,0.0,0.0,1,92.5,97.0,95.30555556,0,1,1,1,0,1,0
Local,No,40.0,82.74521609790698,6,1.0,0.0,0.0,1,97.5,99.2,98.41666667,0,1,1,1,0,1,0
SI: Nacional,No,40.0,82.74521609790698,6,1.0,0.0,0.0,1,84.4,87.0,87.32432432,0,1,1,1,0,1,0
Local,No,40.0,82.74521609790698,6,1.0,0.1,0.1,1,93.0,93.22222222,92.55555556,1,0,1,1,0,1,0
Local,No,40.0,82.74521609790698,5,1.0,0.0,0.25,1,91.42857143,84.44444444,88.27777778,1,0,1,1,0,1,0
SI: Extranjero,No,44.0,82.74521609790698,6,1.0,0.0,0.0,0,90.0,0.0,92.8,0,1,1,1,0,1,0
Local,No,46.0,82.74521609790698,6,1.0,0.0,0.0,1,87.4,84.77777778,85.36111111,0,1,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,90.14285714,91.625,92.13888889,0,1,1,1,0,1,0
Local,Sí,35.0,82.74521609790698,5,1.0,0.2,0.2,1,88.875,88.11111111,87.97222222,1,0,1,1,0,1,0
SI: Extranjero,No,34.0,82.74521609790698,5,1.0,0.0,0.0,1,82.42857143,81.28571429,82.59375,1,0,1,1,0,1,0
Local,No,36.0,82.74521609790698,6,1.0,0.0,0.0,1,86.57142857,87.125,86.44444444,1,0,1,1,0,1,0
Local,No,23.0,82.74521609790698,6,1.0,0.0,0.0,1,84.66666667,91.85714286,88.53846154,0,1,1,1,0,1,0
SI: Nacional,No,29.0,82.74521609790698,6,0.875,0.0,0.0,1,85.14285714,88.55555556,89.97058824,1,0,1,1,0,1,0
SI: Extranjero,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,94.5,96.875,95.66666667,1,0,1,1,0,1,0
SI: Extranjero,No,17.0,82.74521609790698,6,1.0,0.0,0.0,1,90.22222222,91.5,89.38888889,0,1,1,1,0,1,0
SI: Nacional,Sí,34.0,82.74521609790698,6,1.0,0.0,0.0,1,93.4,94.875,94.2,0,1,1,1,0,1,0
Local,No,40.0,82.74521609790698,3,1.0,0.25,0.25,1,92.8,96.8,95.11111111,0,1,1,1,0,1,0
Local,Sí,31.0,82.74521609790698,6,1.0,0.0,0.0,1,90.0,90.5,90.52777778,0,1,1,1,0,1,0
Local,No,34.0,82.74521609790698,3,1.0,0.0,0.0,1,83.16666667,85.83333333,84.5,0,1,1,1,0,1,0
SI: Nacional,No,48.0,82.74521609790698,6,1.0,0.0,0.0,1,96.16666667,64.2,81.63636364,0,1,1,1,0,1,0
Local,No,25.0,82.74521609790698,6,1.0,0.0,0.0,1,85.5,94.55555556,91.27777778,1,0,1,1,0,1,0
Local,No,35.0,82.74521609790698,6,1.0,0.0,0.0,1,95.83333333,96.33333333,96.08333333,0,1,1,1,0,1,0
SI: Extranjero,Sí,50.0,82.74521609790698,6,1.104166667,0.0,0.0,1,92.77777778,92.22222222,93.8,0,1,1,1,0,1,0
SI: Nacional,No,31.0,82.74521609790698,5,0.833333333,0.0,0.0,1,88.88888889,96.7,93.3030303,0,1,1,1,0,1,0
SI: Nacional,No,46.0,82.74521609790698,3,1.104166667,0.199999994,0.0,1,83.0,86.88888889,87.51282051,0,1,1,1,0,0,1
SI: Nacional,No,36.0,82.74521609790698,3,1.0,0.0,0.0,1,91.25,89.22222222,90.11111111,1,0,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,86.4,91.2,87.27777778,0,1,1,1,0,1,0
SI: Nacional,No,25.0,82.74521609790698,4,0.5,0.0,0.0,1,91.85714286,89.8,90.35483871,0,1,1,1,0,1,0
SI: Nacional,No,30.0,82.74521609790698,1,1.0,0.45,0.25,1,94.66666667,93.44444444,95.30555556,0,1,1,1,0,1,0
SI: Nacional,No,35.0,82.74521609790698,6,1.0,0.0,0.0,1,82.44444444,92.0,90.05555556,0,1,1,1,0,1,0
Local,No,33.0,82.74521609790698,6,1.0,0.0,0.0,1,91.0,93.4,92.66666667,0,1,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,6,1.0,0.0,0.0,0,79.28571429,0.0,93.06666667,0,1,1,1,0,1,0
Local,No,13.0,82.74521609790698,6,0.666666667,0.0,0.0,1,89.8,89.875,90.51612903,1,0,1,1,0,1,0
SI: Nacional,No,40.0,82.74521609790698,6,1.0,0.0,0.0,1,94.66666667,93.66666667,94.16666667,0,1,1,1,0,1,0
SI: Nacional,Sí,48.0,82.74521609790698,3,0.166666667,0.0,0.0,1,74.0,0.0,75.0,0,1,1,1,0,1,0
Local,No,29.0,82.74521609790698,6,1.0,0.0,0.0,1,87.5,90.5,89.5,0,1,1,1,0,1,0
SI: Extranjero,No,40.0,82.74521609790698,5,1.0,0.0,0.0,1,83.4,92.22222222,87.75,0,1,1,1,0,1,0
SI: Nacional,No,40.0,82.74521609790698,1,1.0,0.0,0.0,0,94.83333333,0.0,94.83333333,0,1,1,1,0,1,0
Local,No,40.0,82.74521609790698,6,0.333333333,0.0,0.0,1,93.5,92.0,93.25,0,1,1,1,0,1,0
Local,No,25.0,82.74521609790698,6,1.0,0.0,0.0,1,62.125,83.25,72.72413793,1,0,1,1,0,1,0
SI: Extranjero,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,82.625,93.22222222,90.41666667,1,0,1,1,0,1,0
Local,No,46.0,82.74521609790698,6,1.0,0.0,0.0,1,79.85714286,87.66666667,83.81081081,1,0,1,1,0,1,0
Local,No,31.0,82.74521609790698,6,1.0,0.0,0.0,1,90.1,90.8,90.75,0,1,1,1,0,1,0
Local,Sin información,23.0,82.74521609790698,6,0.9375,0.0,0.0,1,90.625,94.0,93.16666667,0,1,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,89.71428571,90.33333333,89.81818182,1,0,1,1,0,1,0
SI: Extranjero,No,38.0,82.74521609790698,6,0.833333333,0.499999958,0.0,1,97.22222222,96.6,97.12121212,0,1,1,1,0,1,0
Local,Sí,32.0,82.74521609790698,6,1.0,0.0,0.0,1,82.77777778,83.77777778,82.93939394,0,1,1,1,0,1,0
Local,No,29.0,82.74521609790698,6,1.104166667,0.0,0.0,1,81.6,87.33333333,85.26315789,1,0,1,1,0,1,0
Local,No,40.0,82.74521609790698,5,1.0,0.35,0.25,0,0.0,91.0,91.0,0,1,1,1,0,1,0
Local,No,42.0,82.74521609790698,6,1.0,0.0,0.0,1,87.28571429,89.42857143,88.93939394,0,1,1,1,0,1,0
Local,Sí,42.0,82.74521609790698,6,1.104166667,0.150000003,0.0,1,87.6,92.88888889,91.71052632,1,0,1,1,0,1,0
Local,No,48.0,82.74521609790698,4,1.0,0.35,0.25,1,91.625,96.33333333,94.80555556,1,0,1,1,0,1,0
SI: Nacional,Sin información,40.0,82.74521609790698,6,1.0,0.0,0.0,1,43.77777778,0.0,44.5,0,1,1,1,0,1,0
SI: Extranjero,No,46.0,82.74521609790698,6,1.0,0.0,0.0,0,88.25,95.33333333,93.78571429,1,0,1,1,0,1,0
Local,Sí,27.0,82.74521609790698,4,1.0,0.0,0.0,1,86.0,87.6,88.13888889,0,1,1,1,0,1,0
Local,Sí,29.0,82.74521609790698,1,1.0,0.0,0.0,0,48.25,0.0,52.38888889,1,0,1,0,1,1,0
SI: Nacional,No,35.0,82.74521609790698,3,1.0,0.0,0.0,1,94.8,98.5,96.52777778,0,1,1,1,0,1,0
Local,No,40.0,82.74521609790698,6,1.0,0.0,0.0,1,86.875,85.0,84.44444444,1,0,1,1,0,1,0
SI: Nacional,No,28.0,82.74521609790698,6,1.0,0.0,0.0,1,93.16666667,93.2,93.18181818,0,1,1,1,0,1,0
Local,No,32.0,82.74521609790698,6,0.833333333,0.0,0.0,1,41.42857143,46.57142857,53.4,1,0,1,1,0,1,0
Local,Sí,25.0,82.74521609790698,6,1.0,0.0,0.0,0,78.0,0.0,82.0,1,0,1,1,0,1,0
Local,No,40.0,82.74521609790698,6,1.0,0.0,0.0,1,84.88888889,94.66666667,90.08333333,0,1,1,1,0,1,0
Local,No,44.0,82.74521609790698,6,1.0,0.0,0.0,1,90.5,92.42857143,91.86956522,0,1,1,1,0,1,0
SI: Nacional,No,26.0,82.74521609790698,4,1.0,0.0,0.0,1,92.42857143,94.875,93.61111111,1,0,1,1,0,1,0
SI: Nacional,No,34.0,82.74521609790698,4,1.0,0.0,0.0,1,87.71428571,80.125,82.69444444,1,0,1,1,0,1,0
SI: Nacional,Sí,36.0,82.74521609790698,1,1.0,0.8,0.0,1,87.7,92.55555556,91.19444444,0,1,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,86.77777778,90.1,88.86111111,0,1,1,1,0,1,0
SI: Nacional,No,32.0,82.74521609790698,4,1.0,0.0,0.0,1,86.66666667,77.66666667,82.16666667,0,1,1,1,0,1,0
SI: Nacional,No,48.0,82.74521609790698,6,1.041666667,0.0,0.25,1,88.6,88.1,90.65789474,0,1,1,1,0,1,0
Local,No,48.0,82.74521609790698,6,1.0,0.4,0.0,1,84.6,91.7,87.80555556,0,1,1,1,0,1,0
SI: Nacional,No,42.0,82.74521609790698,6,1.0,0.0,0.0,0,87.5,95.4,91.19444444,0,1,1,1,0,1,0
Local,No,35.0,82.74521609790698,6,1.0,0.0,0.0,0,0.0,0.0,0.0,0,1,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,83.0,91.0,85.63636364,0,1,1,1,0,1,0
Local,No,32.0,82.74521609790698,5,1.0,0.0,0.0,1,89.28571429,91.0,91.16,1,0,1,1,0,1,0
Local,No,29.0,82.74521609790698,6,1.0,0.0,0.0,1,83.9,95.0,89.30555556,0,1,1,1,0,1,0
Local,No,48.0,82.74521609790698,6,0.9375,0.0,0.0,1,92.66666667,97.8,94.30555556,0,1,1,1,0,1,0
SI: Extranjero,No,25.0,82.74521609790698,6,1.0,0.0,0.0,0,68.5,2.888888889,38.63636364,0,1,1,1,0,1,0
SI: Nacional,Sí,38.0,82.74521609790698,6,0.666666667,0.9,0.0,1,84.66666667,88.55555556,87.86666667,0,1,1,1,0,1,0
SI: Nacional,No,31.0,82.74521609790698,3,0.666666667,0.0,0.25,1,88.0,95.0,92.6,0,1,1,1,0,1,0
Local,No,35.0,82.74521609790698,5,1.0,0.0,0.0,1,90.375,96.22222222,95.11111111,1,0,1,1,0,1,0
SI: Nacional,No,29.0,82.74521609790698,6,1.0,0.0,0.0,1,92.4,92.3,92.91666667,0,1,1,1,0,1,0
Local,Sí,46.0,82.74521609790698,6,1.0,0.0,0.0,1,92.16666667,98.16666667,95.16666667,0,1,1,1,0,1,0
Local,Sí,34.0,82.74521609790698,3,1.0,0.0,0.0,1,91.875,91.77777778,93.0,1,0,1,1,0,1,0
Local,No,31.0,82.74521609790698,6,1.0,0.0,0.0,1,86.11111111,74.3,83.65714286,0,1,1,1,0,1,0
Local,No,31.0,82.74521609790698,6,1.0,0.0,0.0,0,71.33333333,0.0,73.77777778,0,1,1,1,0,1,0
SI: Extranjero,No,48.0,82.74521609790698,6,0.875,0.899999978,0.0,1,95.375,89.71428571,94.61764706,0,1,1,1,0,1,0
Local,No,29.0,82.74521609790698,5,1.0,0.0,0.0,0,82.25,0.0,80.0,0,1,1,1,0,1,0
SI: Nacional,No,23.0,82.74521609790698,6,1.104166667,0.0,0.0,1,83.42857143,82.55555556,84.0,0,1,1,1,0,1,0
Local,No,40.0,82.74521609790698,4,1.0,0.0,0.0,1,74.5,71.66666667,72.5,1,0,1,1,0,1,0
Local,No,32.0,82.74521609790698,6,1.0,0.0,0.0,1,89.83333333,88.0,88.91666667,0,1,1,1,0,1,0
Local,Sí,50.0,82.74521609790698,6,1.0,0.0,0.0,1,79.1,76.44444444,77.72727273,0,1,1,1,0,1,0
Local,Sí,40.0,82.74521609790698,5,1.0,0.0,0.0,0,10.6,0.0,9.444444444,0,1,1,1,0,1,0
SI: Extranjero,No,28.0,82.74521609790698,4,0.833333333,0.0,0.0,1,89.875,93.22222222,91.86111111,1,0,1,1,0,1,0
Local,No,40.0,82.74521609790698,6,1.0,0.0,0.0,1,85.375,94.375,90.51428571,1,0,1,1,0,1,0
Local,Sí,35.0,82.74521609790698,6,1.0,0.0,0.0,1,82.0,87.81818182,85.20588235,0,1,1,1,0,1,0
Local,No,12.0,82.74521609790698,6,1.0,0.0,0.0,0,74.2,0.0,74.2,0,1,1,1,0,1,0
Local,No,29.0,82.74521609790698,6,1.0,0.0,0.0,1,88.57142857,85.875,88.63888889,0,1,1,1,0,1,0
Local,No,44.0,82.74521609790698,6,1.0,0.0,0.0,1,93.875,94.2,94.27586207,1,0,1,1,0,1,0
SI: Nacional,No,40.0,82.74521609790698,6,1.0,0.0,0.0,1,91.7,92.44444444,91.72727273,0,1,1,1,0,1,0
Local,No,30.0,82.74521609790698,6,0.666666667,0.0,0.0,1,88.0,95.0,91.5,0,1,1,1,0,1,0
SI: Nacional,Sí,25.0,82.74521609790698,6,1.0,0.0,0.0,1,86.28571429,89.625,88.41025641,0,1,1,1,0,1,0
SI: Nacional,No,31.0,82.74521609790698,6,1.0,0.0,0.0,1,83.2,92.9,87.40540541,0,1,1,1,0,1,0
Local,Sí,34.0,82.74521609790698,6,0.666666667,0.0,0.0,1,89.0,93.66666667,90.90909091,0,1,1,1,0,1,0
SI: Nacional,Sin información,50.0,82.74521609790698,6,1.0,0.0,0.0,1,75.22222222,89.2,81.66666667,0,1,1,1,0,1,0
Local,No,44.0,82.74521609790698,6,1.0,0.0,0.0,1,81.875,85.0,82.83333333,1,0,1,1,0,1,0
Local,Sí,35.0,82.74521609790698,5,0.666666667,0.0,0.0,0,86.0,0.0,86.18181818,0,1,1,1,0,1,0
Local,Sí,32.0,82.74521609790698,1,1.0,0.0,0.0,0,81.66666667,3.4,39.42424242,0,1,1,1,0,1,0
Local,No,36.0,82.74521609790698,6,1.041666667,0.0,0.0,0,86.0,0.0,86.0,0,1,1,1,0,1,0
Local,No,38.0,82.74521609790698,6,1.0,0.0,0.0,0,56.6,18.0,62.11764706,0,1,1,1,0,1,0
Local,No,44.0,82.74521609790698,6,1.0,0.0,0.0,1,91.5,89.83333333,90.66666667,0,1,1,1,0,1,0
Local,Sin información,0.0,74.5,7,1.0,0.0,0.0,1,80.5,82.77777778,82.63888889,1,0,1,1,0,1,0
Local,No,0.0,82.5,7,1.0,0.0,0.0,0,85.66666667,86.0,85.84615385,0,1,1,1,0,1,0
Local,No,0.0,77.0,7,1.0,0.0,0.0,1,96.83333333,96.4,96.63636364,0,1,1,1,0,1,0
Local,No,0.0,82.0,7,1.0,0.0,0.0,1,92.57142857,95.88888889,94.55882353,1,0,1,1,0,1,0
Local,No,42.0,82.74521609790698,4,1.0,0.0,0.0,1,86.57142857,89.25,88.38888889,0,1,1,0,1,1,0
Local,No,40.0,82.74521609790698,6,1.0,0.0,0.0,0,51.875,0.0,58.5,1,0,1,1,0,1,0
Local,No,42.0,82.74521609790698,6,0.604166667,0.0,0.0,0,87.0,1.0,86.54545455,0,1,1,1,0,1,0
Local,No,0.0,70.0,1,1.0,0.0,0.0,1,79.14285714,88.875,83.97222222,0,1,1,1,0,1,0
Local,No,0.0,82.22646484,7,1.0,0.4,0.0,1,90.875,97.77777778,94.86111111,1,0,1,1,0,1,0
Local,No,0.0,91.0,7,1.0,0.25,0.25,1,94.9,95.7,94.16666667,0,1,1,1,0,1,0
Local,Sí,31.0,91.5,7,1.104166667,0.100000004,0.100000004,1,93.08333333,89.4,92.97368421,0,1,1,1,0,1,0
Local,Sí,0.0,91.0,7,1.0,0.4,0.0,0,95.0,0.0,95.88888889,1,0,1,1,0,1,0
Local,No,0.0,86.0,7,1.0,0.0,0.0,1,92.0,91.5,91.86111111,1,0,1,1,0,1,0
Local,No,0.0,87.0,7,1.0,0.0,0.0,0,95.11111111,94.8,95.66666667,0,1,1,1,0,1,0
Local,No,0.0,77.0,7,1.0,0.0,0.0,1,99.33333333,92.33333333,95.83333333,0,1,1,1,0,1,0
Local,No,0.0,73.0,7,0.833333333,0.0,0.0,1,86.5,93.0,89.48484848,0,1,1,1,0,1,0
Local,No,0.0,95.0,7,1.0,0.5,0.0,1,91.71428571,95.57142857,94.84615385,0,1,1,1,0,1,0
Local,No,0.0,93.0,7,1.0,0.0,0.0,1,93.77777778,93.8,93.61111111,0,1,1,1,0,1,0
Local,No,46.0,90.0,7,1.0,0.4,0.0,1,97.4,92.5,97.05555556,0,1,1,1,0,1,0
Local,Sin información,0.0,97.0,7,1.0,0.4,0.0,1,98.0,98.6,98.05555556,0,1,1,1,0,1,0
Local,No,0.0,87.0,7,1.0,0.0,0.0,1,96.8,97.2,97.38888889,0,1,1,1,0,1,0
Local,No,0.0,94.5,7,1.0,0.0,0.0,1,91.875,91.625,92.0,1,0,1,1,0,1,0
SI: Nacional,No,40.0,71.0,7,1.0,0.0,0.0,1,87.85714286,86.875,88.94444444,0,1,1,1,0,1,0
Local,Sin información,0.0,80.5,7,1.0,0.0,0.0,1,85.71428571,87.625,89.16129032,1,0,1,1,0,1,0
Local,No,0.0,83.5,7,1.0,0.0,0.0,1,90.77777778,93.77777778,93.27777778,0,1,1,1,0,1,0
Local,No,0.0,82.5,7,1.0,0.0,0.0,0,96.83333333,0.0,96.83333333,0,1,1,1,0,1,0
SI: Nacional,No,36.0,86.0,7,1.0,0.0,0.0,1,95.77777778,86.11111111,90.91666667,0,1,1,1,0,1,0
SI: Nacional,No,0.0,74.0,7,1.0,0.0,0.0,1,88.11111111,88.7,88.91666667,0,1,1,1,0,1,0
Local,No,40.0,82.74521609790698,6,1.0,0.4,0.0,1,93.75,96.77777778,96.02777778,1,0,1,1,0,1,0
Local,No,0.0,76.0,7,1.0,0.0,0.0,1,89.5,89.0,89.94444444,1,0,1,1,0,1,0
Local,Sin información,0.0,76.5,7,1.0,0.0,0.0,1,90.2,92.5,91.47222222,0,1,1,1,0,1,0
Local,No,0.0,76.5,7,1.0,0.0,0.0,1,84.7,85.8,87.16666667,0,1,1,1,0,1,0
Local,No,0.0,86.0,7,1.0,0.4,0.0,1,95.0,92.33333333,94.47222222,0,1,1,1,0,1,0
Local,No,0.0,72.0,7,1.0,0.0,0.0,0,89.33333333,0.0,89.33333333,0,1,1,1,0,1,0
Local,No,0.0,76.0,7,1.0,0.0,0.0,1,93.33333333,95.16666667,94.25,0,1,1,1,0,1,0
Local,No,0.0,87.0,7,1.0,0.0,0.0,1,88.0,88.77777778,88.75,1,0,1,1,0,1,0
Local,No,0.0,82.0,7,1.0,0.0,0.0,1,89.625,93.375,92.69444444,1,0,1,1,0,1,0
Local,No,0.0,72.0,7,1.0,0.0,0.0,0,83.375,79.88888889,84.23076923,1,0,1,1,0,1,0
Local,No,0.0,92.0,7,1.0,0.0,0.0,1,92.9,95.1,93.44444444,0,1,1,1,0,1,0
Local,No,0.0,91.0,7,1.041666667,0.0,0.0,1,89.0,94.6,91.62162162,1,0,1,0,1,1,0
Local,No,0.0,93.5,7,1.0,0.0,0.0,1,92.0,95.0,93.66666667,0,1,1,0,1,1,0
Local,No,0.0,96.0,7,1.0,0.5,0.0,1,93.9,94.5,94.33333333,0,1,1,1,0,1,0
Local,No,0.0,87.0,7,1.0,0.0,0.0,1,96.0,95.9,95.94444444,0,1,1,1,0,1,0
Local,Sí,0.0,84.5,7,1.0,0.0,0.0,1,90.0,94.0,91.38888889,0,1,1,1,0,1,0
Local,Sin información,0.0,88.0,7,1.0,0.0,0.0,1,98.5,96.14285714,97.23076923,0,1,1,1,0,1,0
Local,No,0.0,82.5,7,1.0,0.0,0.0,1,88.42857143,91.0,89.19444444,0,1,1,0,1,1,0
Local,No,0.0,73.0,7,1.0,0.0,0.0,1,75.875,89.71428571,83.36363636,1,0,1,1,0,1,0
Local,No,0.0,77.0,7,1.0,0.5,0.0,0,83.75,0.0,85.16666667,1,0,1,1,0,1,0
Local,No,0.0,84.0,7,1.0,0.0,0.0,1,90.875,86.88888889,89.13888889,1,0,1,1,0,1,0
Local,No,0.0,81.0,4,1.0,0.0,0.0,1,85.25,94.25,90.72222222,1,0,1,0,1,1,0
Local,No,50.0,88.0,7,1.104166667,0.0,0.0,1,86.0,91.14285714,91.21212121,0,1,1,1,0,1,0
Local,No,0.0,80.5,7,1.0,0.7,0.0,1,91.5,93.8,93.08333333,0,1,1,1,0,1,0
Local,Sin información,0.0,76.0,7,1.0,0.0,0.0,1,92.77777778,93.6,93.38888889,0,1,1,1,0,1,0
Local,No,0.0,97.0,7,1.0,0.4,0.2,1,93.83333333,94.66666667,94.25,0,1,1,1,0,1,0
Local,No,34.0,76.0,7,1.0,0.0,0.0,1,80.625,94.66666667,88.36111111,1,0,1,1,0,1,0
Local,No,0.0,71.0,7,1.0,0.0,0.0,1,90.375,93.0,92.94871795,1,0,1,1,0,1,0
Local,Sí,0.0,87.0,7,1.0,0.4,0.0,1,92.71428571,94.5,93.44444444,0,1,1,1,0,1,0
Local,No,0.0,95.5,7,1.0,0.0,0.0,1,92.0,91.625,93.30555556,1,0,1,1,0,1,0
Local,No,43.0,82.74521609790698,6,1.0,0.0,0.0,1,88.375,86.77777778,88.08333333,1,0,1,1,0,1,0
Local,No,0.0,90.0,7,1.0,0.0,0.0,1,89.625,93.875,92.52777778,1,0,1,1,0,1,0
Local,No,0.0,90.5,7,1.0,0.4,0.0,1,96.11111111,97.0,97.11111111,0,1,1,1,0,1,0
Local,No,0.0,86.0,7,1.0,0.0,0.0,1,93.5,92.11111111,94.30555556,0,1,1,1,0,1,0
Local,No,29.0,86.5,7,1.104166667,0.0,0.0,1,91.5,87.4,89.84210526,0,1,1,1,0,1,0
Local,No,0.0,90.5,7,1.0,0.1,0.1,1,97.33333333,93.33333333,95.33333333,0,1,1,1,0,1,0
Local,No,0.0,88.5,7,1.0,0.0,0.0,1,90.625,93.55555556,92.22222222,1,0,1,1,0,1,0
Local,No,42.0,82.74521609790698,6,1.0,0.0,0.0,0,93.875,0.0,95.38888889,1,0,1,1,0,1,0
Local,No,0.0,74.0,7,1.0,0.4,0.0,1,95.875,93.88888889,94.94444444,1,0,1,1,0,1,0
Local,No,46.0,80.0,7,1.0,0.0,0.0,1,96.7,91.0,94.94444444,0,1,1,1,0,1,0
Local,No,0.0,95.0,7,1.0,0.0,0.0,1,98.0,97.5,97.97222222,0,1,1,1,0,1,0
Local,No,0.0,76.5,7,1.0,0.0,0.0,0,79.42857143,0.0,78.61111111,0,1,1,1,0,1,0
Local,No,0.0,71.0,7,1.0,0.0,0.0,1,83.0,87.0,85.25,1,0,1,0,1,1,0
Local,No,0.0,74.0,7,1.0,0.0,0.0,1,89.71428571,91.5,91.05555556,0,1,1,1,0,1,0
Local,No,0.0,88.0,7,1.0,0.15,0.15,0,93.5,0.0,93.16666667,0,1,1,1,0,1,0
Local,No,0.0,80.0,7,1.0,0.0,0.0,1,94.2,97.4,96.33333333,0,1,1,1,0,1,0
Local,Sí,0.0,87.0,7,1.0,0.0,0.0,1,91.1,92.8,91.41666667,0,1,1,0,1,1,0
Local,No,0.0,71.0,7,1.0,0.0,0.0,0,94.0,0.0,94.0,1,0,1,1,0,1,0
Local,Sí,0.0,80.5,7,1.0,0.05,0.0,1,92.7,94.6,94.25,0,1,1,1,0,1,0
Local,No,0.0,76.5,4,0.875,0.0,0.0,1,89.14285714,92.0,91.03225806,1,0,1,0,1,1,0
Local,No,0.0,87.0,7,1.0,0.0,0.0,1,91.57142857,93.375,93.08333333,0,1,1,1,0,1,0
Local,Sin información,0.0,82.5,7,1.0,0.0,0.0,0,86.375,88.25,89.11111111,1,0,1,1,0,1,0
Local,No,0.0,87.0,7,1.0,0.0,0.0,1,91.7,91.5,91.66666667,0,1,1,1,0,1,0
Local,No,0.0,73.0,7,1.0,0.0,0.0,1,89.66666667,94.4,92.88888889,0,1,1,1,0,1,0
Local,No,29.0,82.74521609790698,6,1.0,0.0,0.0,1,87.28571429,94.0,90.91666667,0,1,1,0,1,1,0
