Folio,Periodo,Genero,Region,Campus,Escuela,Programa_Ini,PrepaTEC,PAA,PNA,Edad,P_Beca,P_Prestamo,Life,PI,Experiencia,TOEFL,Promedio_Gr,Sueldo_Nominal,Sueldo_Real,,
CCM05ITC3497,AD20,Masculino,RCM,CCM,EIC,ITC,SI,1410,90,23,0.35,0.35,Si,SI,Sí,613,93464,0,0,,
CCM05IBT3495,AD20,Masculino,RCM,CCM,EIC,IBT,SI,1420,94,24,0.00,0.00,Si,SI,Sí,660,95233,0,0,,
MTY05BSD1525,AD20,Masculino,RM,MTY,EIC,IDS,NO,1525,100,24,0.60,0.00,Si,SI,Sí,663,96285,26000,26000,,
CCM05ITC3490,AD20,Masculino,RCM,CCM,EIC,ITC,SI,,87,23,0.00,0.00,Si,SI,Sí,663,90771,19000,19000,,
CCM05ITC3491,AD20,Masculino,RCM,CCM,EIC,ITC,SI,1527,92,24,0.80,0.00,No,NO,Sí,657,94.74,0,0,,
CCM05LED3504,AD20,Masculino,RCM,CCM,ECSG,LED,SI,,82,24,0.90,0.00,Si,SI,Sí,623,85438,23000,23000,,
CCM05LAF3512,AD20,Masculino,RCM,CCM,EN,LAF,SI,,84,24,0.25,0.00,Si,SI,No,653,90982,27200,27200,,
CCM05IDS3528,AD20,Femenino,RCM,CCM,EIC,IDS,SI,,87,23,0.00,0.00,No,SI,No,573,91338,21500,21500,,
CCM05IIS3515,AD20,Masculino,RCM,CCM,EIC,IIS,SI,,87,23,0.20,0.20,Si,SI,Sí,630,91266,22700,22700,,
CCM05IIS3532,AD20,Femenino,RCM,CCM,EIC,IIS,SI,1148,90,24,0.20,0.20,Si,SI,Sí,560,92.55,20000,20000,,
CCM05LEF3514,AD20,Femenino,RCM,CCM,ECSG,LEF,SI,,89,24,0.00,0.10,Si,NO,No,563,87.4,20900,20900,,
CCM05LAE3523,AD20,Masculino,RCM,CCM,EN,LAE,SI,,84,23,0.00,0.00,Si,NO,Sí,637,90.66,15000,15000,,
CCM05LED3501,AD20,Femenino,RCM,CCM,ECSG,LED,SI,1423,91,23,0.50,0.00,Si,NO,Sí,573,95482,20000,20000,,
CCM05IIS3531,AD20,Masculino,RCM,CCM,EIC,IIS,SI,,88,23,0.10,0.10,Si,SI,Sí,613,90.3,20000,20000,,
CCM05IIS3538,AD20,Masculino,RCM,CCM,EIC,IIS,SI,1487,91,24,0.70,0.00,Si,SI,Sí,640,93593,21000,21000,,
CCM05LAE3536,AD20,Femenino,RCM,CCM,EN,LAE,SI,1358,91,23,0.25,0.25,Si,SI,Sí,640,94036,22000,22000,,
CCM05ITS3556,AD20,Masculino,RCM,CCM,EIC,ITS,SI,,87,23,0.00,0.10,Si,NO,Sí,590,88718,26000,26000,,
CCM05IBT3566,AD20,Masculino,RCM,CCM,EIC,IBT,SI,1445,92,24,0.50,0.00,No,SI,Sí,620,95066,26748,26748,,
CCM05LED3546,AD20,Femenino,RCM,CCM,ECSG,LED,SI,,86,24,0.00,0.00,No,SI,No,597,91.25,10000,10000,,
CCM05LRI3568,AD20,Femenino,RCM,CCM,ECSG,LRI,SI,,89,24,0.20,0.30,Si,SI,Sí,620,95482,23000,23000,,
CCM05ITS3557,AD20,Masculino,RCM,CCM,EIC,ITS,SI,1368,91,23,0.15,0.35,Si,NO,No,550,88234,22000,22000,,
CEM05LEF4046,AD20,Masculino,RCM,CEM,ECSG,LEF,SI,,83,24,0.70,0.00,No,NO,Sí,537,86553,20000,20000,,
CCM05LIN3562,AD20,Femenino,RCM,CCM,EN,LIN,SI,,99,23,0.90,0.00,Si,NO,No,653,99357,13000,13000,,
MTY05INT1630,AD20,Femenino,RM,MTY,EIC,INT,SI,,87,23,0.15,0.15,Si,NO,Sí,573,88796,15000,15000,,
CCM05ITC3567,AD20,Masculino,RCM,CCM,EIC,ITC,SI,,86,24,0.00,0.00,No,SI,No,630,89894,23000,23000,,
CCM05LED3550,AD20,Masculino,RCM,CCM,ECSG,LED,SI,,81,23,0.00,0.00,No,NO,Sí,557,87736,12500,12500,,
CCM05LMC3549,AD20,Femenino,RCM,CCM,EN,LMC,SI,1379,90,23,0.10,0.00,Si,SI,Sí,567,94169,12000,12000,,
CCM05LAF3580,AD20,Femenino,RCM,CCM,EN,LAF,SI,1405,94,24,0.25,0.25,Si,NO,Sí,550,97232,19000,19000,,
CCM05LP3577,AD20,Femenino,RCM,CCM,EMCS,LP,SI,1455,91,24,0.60,0.00,Si,NO,Sí,590,93.16,18300,18300,,
CCM05IMT3584,AD20,Femenino,RCM,CCM,EIC,IMT,SI,1365,91,23,0.10,0.20,Si,SI,No,590,91688,16000,16000,,
CCM05LEF3576,AD20,Femenino,RCM,CCM,ECSG,LEF,SI,1351,94,24,0.15,0.15,Si,SI,Sí,593,88.12,32000,32000,,
CCM05LIN3574,AD20,Femenino,RCM,CCM,EN,LIN,SI,,86,23,0.10,0.10,Si,SI,Sí,553,92678,19100,19100,,
CCM05LRI3484,AD20,Femenino,RCM,CCM,ECSG,LRI,SI,,89,23,0.20,0.20,Si,SI,Sí,627,91438,11000,11000,,
CCM05LAF3591,AD20,Femenino,RCM,CCM,EN,LAF,SI,1405,94,23,0.35,0.35,Si,SI,Sí,583,93732,25000,25000,,
CSF05LIN485,AD20,Femenino,RCM,CSF,EN,LIN,SI,,89,24,0.10,0.10,No,SI,Sí,577,91543,28500,28500,,
CCM05IDS3599,AD20,Femenino,RCM,CCM,EIC,IDS,SI,,97,23,0.00,0.00,Si,NO,Sí,657,96271,24000,24000,,
CCM05LP3589,AD20,Femenino,RCM,CCM,EMCS,LP,SI,1398,90,23,0.10,0.00,Si,SI,Sí,547,93403,20400,20400,,
CCM05IMD3601,AD20,Masculino,RCM,CCM,EIC,IMD,SI,1335,84,23,0.00,0.00,Si,NO,Sí,600,85491,18098,18098,,
CSF05LED415,AD20,Masculino,RCM,CSF,ECSG,LED,SI,,81,23,0.25,0.25,Si,SI,Sí,550,90482,20000,20000,,
CCM05ITS3593,AD20,Masculino,RCM,CCM,EIC,ITS,SI,1485,90,24,0.60,0.00,Si,SI,Sí,607,92285,37900,37900,,
GDA05LAF4734,AD20,Masculino,RO,GDL,EN,LAF,SI,,84,24,0.00,0.00,No,SI,Sí,577,88482,22000,22000,,
CCM05CPF3470,AD20,Femenino,RCM,CCM,EN,LCPF,NO,,9,27,0.00,0.00,Si,NO,Sí,520,81476,15000,15000,,
CCM05LEF3654,AD20,Femenino,RCM,CCM,ECSG,LEF,SI,1416,94,24,0.10,0.10,Si,SI,Sí,600,94089,16000,16000,,
CCM05IMT3651,AD20,Masculino,RCM,CCM,EIC,IMT,SI,,87,24,0.00,0.00,No,NO,Sí,573,85048,13000,13000,,
CCM05IDS3659,AD20,Masculino,RCM,CCM,EIC,IDS,NO,1448,94,23,0.50,0.00,Si,NO,Sí,600,97288,32000,32000,,
CCM05LRI3650,AD20,Femenino,RCM,CCM,ECSG,LRI,SI,1482,90,24,0.60,0.00,Si,SI,Sí,647,96339,15000,15000,,
CCM05IMD3597,AD20,Femenino,RCM,CCM,EIC,IMD,SI,1366,91,23,0.20,0.00,Si,NO,Sí,577,89949,21970,21970,,
CCM05IME3629,AD20,Masculino,RCM,CCM,EIC,IME,SI,,89,23,0.25,0.25,No,NO,Sí,623,94.05,0,0,,
CCM05ITC3638,AD20,Femenino,RCM,CCM,EIC,ITC,SI,,89,23,0.00,0.00,Si,NO,No,587,93017,15000,15000,,
CCM05IMT3609,AD20,Masculino,RCM,CCM,EIC,IMT,SI,,88,24,0.20,0.20,Si,NO,Sí,550,89269,15000,15000,,
CCM05IIS3660,AD20,Masculino,RCM,CCM,EIC,IIS,NO,1556,95,23,0.80,0.00,Si,SI,Sí,617,95583,17110,17110,,
CCM05LRI3642,AD20,Femenino,RCM,CCM,ECSG,LRI,NO,1324,87,23,0.00,0.00,Si,NO,Sí,643,90288,11500,11500,,
CCM05ITC3635,AD20,Masculino,RCM,CCM,EIC,ITC,NO,1414,90,23,0.20,0.20,Si,SI,Sí,573,95017,40000,40000,,
CCM05CPF3639,AD20,Masculino,RCM,CCM,EN,LCPF,SI,,,23,0.10,0.10,No,NO,Sí,550,177322,38000,38000,,
CCM05LRI3647,AD20,Femenino,RCM,CCM,ECSG,LRI,SI,1485,91,24,0.70,0.00,No,NO,Sí,623,91509,23500,23500,,
CCM05ITC3619,AD20,Masculino,RCM,CCM,EIC,ITC,SI,,92,24,0.90,0.00,Si,SI,Sí,653,92327,15000,15000,,
CCM05ITS3602,AD20,Femenino,RCM,CCM,EIC,ITS,SI,1212,92,23,0.35,0.35,Si,NO,Sí,537,92571,0,0,,
CCM05IBT3623,AD20,Femenino,RCM,CCM,EIC,IBT,SI,1470,95,23,0.00,0.00,Si,SI,No,550,96333,28000,28000,,
CSF05LAF518,AD20,Masculino,RCM,CSF,EN,LAF,SI,,84,24,0.00,0.00,No,NO,No,600,89218,25000,25000,,
CCM05LP3643,AD20,Femenino,RCM,CCM,EMCS,LP,NO,1273,81,27,0.00,0.35,Si,NO,Sí,520,82269,12000,12000,,
CCM05LAE3632,AD20,Femenino,RCM,CCM,EN,LAE,SI,,87,25,0.15,0.15,Si,NO,Sí,550,92839,18750,18750,,
CCM05ITC3670,AD20,Masculino,RCM,CCM,EIC,ITC,SI,,87,23,0.00,0.00,No,SI,No,657,88625,28000,28000,,
CCM05IIS3674,AD20,Femenino,RCM,CCM,EIC,IIS,SI,,89,24,0.00,0.00,No,SI,Sí,573,88.87,17900,17900,,
CCM05LMC3681,AD20,Femenino,RCM,CCM,EN,LMC,SI,,87,23,0.00,0.00,No,NO,Sí,537,91.31,24000,24000,,
CCM05ITC3600,AD20,Masculino,RCM,CCM,EIC,ITC,SI,,86,23,0.00,0.00,No,SI,Sí,597,87745,75000,75000,,
CCM05IMD3675,AD20,Femenino,RCM,CCM,EIC,IMD,SI,1368,86,23,0.00,0.00,No,SI,Sí,617,84822,17000,17000,,
CCM05LAF3671,AD20,Masculino,RCM,CCM,EN,LAF,SI,,85,23,0.00,0.00,No,SI,Sí,623,90875,22000,22000,,
CCM05LP3668,AD20,Femenino,RCM,CCM,EMCS,LP,SI,,85,24,0.00,0.00,No,NO,Sí,563,92589,15000,15000,,
CSF05LAE537,AD20,Femenino,RCM,CSF,EN,LAE,SI,1325,90,24,0.20,0.30,Si,SI,No,637,93678,15000,15000,,
CCM05LEF3688,AD20,Masculino,RCM,CCM,ECSG,LEF,SI,1521,93,23,0.80,0.00,Si,NO,Sí,637,97696,28000,28000,,
CCM05ITC3691,AD20,Masculino,RCM,CCM,EIC,ITC,SI,,87,23,0.10,0.20,Si,SI,Sí,617,90767,80000,80000,,
CCM05IDS3685,AD20,Femenino,RCM,CCM,EIC,IDS,SI,,,23,0.00,0.15,Si,NO,Sí,550,85206,17000,17000,,
CCM05CPF3658,AD20,Masculino,RCM,CCM,EN,LCPF,SI,,84,24,0.15,0.00,No,SI,Sí,613,86375,15000,15000,,
CCM05CPF3618,AD20,Femenino,RCM,CCM,EN,LCPF,SI,,80,23,0.00,0.25,Si,NO,Sí,557,86666,21600,21600,,
CCM05LAE3679,AD20,Femenino,RCM,CCM,EN,LAE,SI,,84,23,0.35,0.00,No,SI,Sí,550,90355,10000,10000,,
CCM05LEM3604,AD20,Femenino,RCM,CCM,EN,LEM,SI,,80,23,0.00,0.30,Si,SI,Sí,550,85233,15000,15000,,
CEM05IMT4197,AD20,Masculino,RCM,CEM,EIC,IMT,NO,,91,24,0.00,0.00,No,SI,No,667,88098,20000,20000,,
CEM05LPO4195,AD20,Masculino,RCM,CEM,EN,LPO,SI,,84,23,0.10,0.00,Si,NO,Sí,550,92642,20000,20000,,
CEM05IMT4193,AD20,Masculino,RCM,CEM,EIC,IMT,NO,,,26,0.00,,Si,NO,No,550,86848,20000,20000,,
CSF05BFI560,AD20,Femenino,RCM,CSF,EN,LAF,SI,,82,25,0.00,0.00,No,SI,No,580,81428,32000,32000,,
CCM05LAE3705,AD20,Femenino,RCM,CCM,EN,LAE,SI,,88,23,0.25,0.00,Si,SI,Sí,620,95571,18000,18000,,
CCM05ITS3704,AD20,Masculino,RCM,CCM,EIC,ITS,SI,,89,23,0.15,0.15,Si,NO,No,580,86079,30000,30000,,
CCM05LAE3708,AD20,Masculino,RCM,CCM,EN,LAE,SI,1521,92,23,0.80,0.00,Si,NO,No,570,94767,28367,28367,,
CCM05LCD3699,AD20,Masculino,RCM,CCM,EHE,LCMD,SI,,81,24,0.00,0.00,No,NO,No,590,89186,11000,11000,,
CSF05LEM567,AD20,Femenino,RCM,CSF,EN,LEM,SI,1468,93,24,0.60,0.00,Si,SI,Sí,660,96107,24000,24000,,
CCM05LAE3712,AD20,Femenino,RCM,CCM,EN,LAE,SI,,82,23,0.00,0.00,No,NO,No,550,92142,12000,12000,,
PUE05IMA3250,AD20,Masculino,RCS,PUE,EIC,IMA,NO,1471,84,27,0.20,0.20,No,NO,Sí,583,88145,20000,20000,,
TOL05CPF3059,AD20,Femenino,RCS,TOL,EN,LCPF,NO,1259,91,24,0.00,0.00,Si,NO,No,550,87933,13000,13000,,
CCM05IBT3724,AD20,Femenino,RCM,CCM,EIC,IBT,NO,1213,79,26,0.00,0.00,No,NO,No,550,82547,21000,21000,,
CCM05LP3725,AD20,Femenino,RCM,CCM,EMCS,LP,SI,,87,24,0.10,0.20,No,NO,Sí,573,90.14,32000,32000,,
CCM05IIS3730,AD20,Masculino,RCM,CCM,EIC,IIS,NO,1382,90,25,0.00,0.20,Si,NO,No,540,80671,25000,25000,,
CCMQIIS136,AD20,Masculino,RCM,CCM,EIC,IIS,NO,1258,82,30,0.00,0.00,No,SI,Sí,550,80884,33000,33000,,
CCM05LAE3734,AD20,Masculino,RCM,CCM,EN,LAE,NO,1364,77,28,0.15,0.35,No,SI,Sí,577,85224,96000,96000,,
LEO05LDI2444,AD20,Femenino,RO,LEO,EAAD,LDI,SI,,76,27,0.00,0.00,Si,NO,Sí,610,80446,30000,30000,,
QRO05ARQ2573,AD20,Masculino,RCS,QRO,EAAD,ARQ,SI,,87,26,0.00,0.00,Si,SI,Sí,553,94189,14000,14000,,
LEO05IIS2446,AD20,Masculino,RO,LEO,EIC,IIS,NO,1387,81,25,0.00,0.00,No,NO,Sí,537,88415,13000,13000,,
QRO05IMT2597,AD20,Masculino,RCS,QRO,EIC,IMT,SI,,83,26,0.15,0.00,No,SI,Sí,553,86459,18500,18500,,
QRO05LAD2626,AD20,Masculino,RCS,QRO,EAAD,LAD,SI,,87,24,0.00,0.00,Si,NO,Sí,550,86.5,10000,10000,,
GDA05IMD4696,AD20,Femenino,RO,GDL,EIC,IMD,SI,1560,97,23,0.35,0.25,Si,NO,Sí,620,86629,9000,9000,,
QRO05LAF2700,AD20,Masculino,RCS,QRO,EN,LAF,SI,,88,23,0.00,0.00,No,SI,Sí,590,86535,16000,16000,,
QRO05LIN2705,AD20,Femenino,RCS,QRO,EN,LIN,SI,,88,23,0.00,0.00,No,NO,Sí,550,93189,17000,17000,,
QRO05IIS2702,AD20,Masculino,RCS,QRO,EIC,IIS,SI,,91,23,0.00,0.00,No,SI,Sí,557,91032,15000,15000,,
QRO05IIS2703,AD20,Femenino,RCS,QRO,EIC,IIS,SI,,95,23,0.25,0.25,Si,NO,Sí,597,94183,15000,15000,,
GDA05LDI4618,AD20,Femenino,RO,GDL,EAAD,LDI,SI,,83,24,0.00,0.00,No,SI,Sí,550,83.45,10000,10000,,
TOL05LDI2967,AD20,Femenino,RCS,TOL,EAAD,LDI,SI,,,26,0.00,0.40,Si,NO,No,550,93166,8000,8000,,
TOL05CPF2968,AD20,Masculino,RCS,TOL,EN,LCPF,SI,,90,26,0.40,0.40,Si,NO,Sí,550,93543,27800,27800,,
TOL05LCD2970,AD20,Masculino,RCS,TOL,EHE,LCMD,NO,1363,82,26,0.00,0.00,Si,NO,Sí,650,89393,13000,13000,,
TOL05LDE2971,AD20,Masculino,RCS,TOL,EN,LCDE,NO,1452,89,25,0.20,0.40,No,NO,Sí,550,90267,70000,70000,,
TOL05IMT2972,AD20,Masculino,RCS,TOL,EIC,IMT,SI,,86,26,0.00,0.00,Si,SI,Sí,597,81432,21000,21000,,
CCM05IMI3393,AD20,Masculino,RCM,CCM,EHE,IMI,NO,,,28,0.00,,Si,NO,Sí,537,77986,30000,30000,,
TOL05IDA2973,AD20,Femenino,RCS,TOL,EIC,IDA,SI,,84,24,0.00,0.15,Si,NO,Sí,563,79397,15000,15000,,
TOL05LCD2975,AD20,Masculino,RCS,TOL,EHE,LCMD,SI,1529,88,25,0.25,0.25,Si,NO,Sí,563,84.85,20000,20000,,
QRO05LIN2585,AD20,Femenino,RCS,QRO,EN,LIN,SI,,78,28,0.00,0.00,No,SI,Sí,600,76734,18000,18000,,
TOL05ARQ2976,AD20,Masculino,RCS,TOL,EAAD,ARQ,SI,,84,25,0.45,0.25,No,NO,Sí,550,84586,16000,16000,,
TOL05LDI2978,AD20,Masculino,RCS,TOL,EAAD,LDI,SI,,90,25,0.25,0.25,No,NO,No,550,92.91,16000,16000,,
MTY05IMD1039,AD20,Masculino,RM,MTY,EIC,IMD,SI,1454,85,25,0.15,0.25,Si,NO,Sí,580,85.59,23500,23500,,
TOL05BIE2983,AD20,Masculino,RCS,TOL,EIC,IIS,SI,1465,93,24,0.20,0.20,No,SI,Sí,617,92328,65148,65148,,
TOL05IBT2985,AD20,Masculino,RCS,TOL,EIC,IBT,SI,1409,86,24,0.00,0.10,Si,NO,Sí,550,87868,3000,3000,,
TOL05LED2986,AD20,Masculino,RCS,TOL,ECSG,LED,SI,,86,25,0.00,0.00,No,NO,Sí,563,94071,15500,15500,,
CCM05IMD3417,AD20,Femenino,RCM,CCM,EIC,IMD,SI,1402,95,24,0.10,0.00,Si,NO,Sí,603,92593,18000,18000,,
TOL05BIE2987,AD20,Femenino,RCS,TOL,EIC,IIS,SI,1376,87,24,0.10,0.20,Si,SI,Sí,600,82126,0,0,,
TOL05LED2995,AD20,Femenino,RCS,TOL,ECSG,LED,SI,1412,93,24,0.35,0.35,Si,NO,Sí,550,91465,20000,20000,,
MTY05IC1260,AD20,Masculino,RM,MTY,EIC,IC,SI,,80,24,0.00,0.00,Si,NO,Sí,550,75546,30000,30000,,
QRO05IMT2655,AD20,Masculino,RCS,QRO,EIC,IMT,SI,1337,86,25,0.00,0.00,Si,NO,Sí,573,77704,16000,16000,,
CCM05IMD3429,AD20,Masculino,RCM,CCM,EIC,IMD,SI,1488,85,24,0.00,0.00,Si,NO,Sí,567,79567,18000,18000,,
CSF05LAE365,AD20,Femenino,RCM,CSF,EN,LAE,SI,1157,79,26,0.00,0.00,No,NO,Sí,550,82442,30000,30000,,
MTY05IC1241,AD20,Masculino,RM,MTY,EIC,IC,SI,1321,81,25,0.00,0.00,No,SI,Sí,550,83,0,0,,
TOL05IIS3000,AD20,Femenino,RCS,TOL,EIC,IIS,SI,,91,24,0.25,0.25,Si,SI,Sí,560,88796,22300,22300,,
TOL05IMA3002,AD20,Femenino,RCS,TOL,EIC,IMA,SI,1497,93,24,0.25,0.25,Si,NO,Sí,600,94033,30700,30700,,
QRO05LMC2672,AD20,Femenino,RCS,QRO,EN,LMC,SI,1234,87,24,0.30,0.30,Si,NO,Sí,590,89152,10000,10000,,
CSF05BIE375,AD20,Femenino,RCM,CSF,EIC,IIS,SI,1364,93,25,0.00,0.00,No,SI,Sí,577,93791,25000,25000,,
TOL05ARQ3006,AD20,Masculino,RCS,TOL,EAAD,ARQ,SI,,,24,0.25,0.25,Si,SI,Sí,600,93913,21000,21000,,
TOL05LDI3008,AD20,Femenino,RCS,TOL,EAAD,LDI,SI,1487,82,24,0.15,0.25,Si,NO,Sí,600,87,0,0,,
TOL05BIE3007,AD20,Femenino,RCS,TOL,EIC,IIS,SI,1431,92,24,0.25,0.25,No,SI,Sí,600,87382,22000,22000,,
TOL05BIE3009,AD20,Masculino,RCS,TOL,EIC,IIS,SI,1412,95,24,0.30,0.00,Si,SI,Sí,550,93447,94760,94760,,
TOL05IIS2996,AD20,Masculino,RCS,TOL,EIC,IIS,SI,1168,76,24,0.00,0.00,No,NO,Sí,550,81047,19000,19000,,
TOL05ISC3012,AD20,Masculino,RCS,TOL,EIC,ISC,SI,1305,87,24,0.00,0.00,Si,NO,Sí,550,81492,12280,12280,,
QRO05LAF2683,AD20,Masculino,RCS,QRO,EN,LAF,SI,1423,89,24,0.00,0.00,No,SI,Sí,593,83295,22000,22000,,
TOL05LED3013,AD20,Femenino,RCS,TOL,ECSG,LED,SI,,,24,0.15,0.40,No,NO,Sí,550,90719,15000,15000,,
PUE05LAE3178,AD20,Femenino,RCS,PUE,EN,LAE,SI,1541,90,24,0.60,0.00,Si,SI,No,633,94973,23000,23000,,
CCM05LAF3471,AD20,Femenino,RCM,CCM,EN,LAF,SI,1027,84,24,0.00,0.00,No,SI,Sí,560,82222,25000,25000,,
TOL05LDI3014,AD20,Femenino,RCS,TOL,EAAD,LDI,SI,1256,81,24,0.00,0.00,No,NO,Sí,550,88034,0,0,,
TOL05LEM3016,AD20,Femenino,RCS,TOL,EN,LEM,SI,1578,89,25,0.45,0.25,No,NO,Sí,617,94622,22750,22750,,
TOL05LAE3021,AD20,Masculino,RCS,TOL,EN,LAE,SI,1463,94,23,0.30,0.30,Si,NO,Sí,590,96196,24500,24500,,
CSF05BIE425,AD20,Masculino,RCM,CSF,EIC,IIS,SI,1525,95,23,0.80,0.00,No,SI,Sí,653,95522,33000,33000,,
MTY05IIS1572,AD20,Femenino,RM,MTY,EIC,IIS,SI,1510,95,23,0.50,0.00,No,SI,Sí,643,93.75,28250,28250,,
TOL05CPF3022,AD20,Masculino,RCS,TOL,EN,LCPF,SI,1441,93,23,0.35,0.00,Si,SI,Sí,607,95642,18000,18000,,
MTY05IIS1604,AD20,Masculino,RM,MTY,EIC,IIS,SI,1383,90,23,0.30,0.30,No,NO,No,563,91616,20969,20969,,
TOL05IIS3023,AD20,Masculino,RCS,TOL,EIC,IIS,SI,1438,94,24,0.35,0.35,Si,NO,Sí,570,94066,18000,18000,,
TOL05IIS3024,AD20,Femenino,RCS,TOL,EIC,IIS,SI,1303,91,24,0.20,0.00,No,NO,Sí,550,92.1,21900,21900,,
TOL05ISC3025,AD20,Masculino,RCS,TOL,EIC,ISC,SI,,,24,0.00,,No,NO,Sí,570,87.14,7000,7000,,
CEM05LCD4052,AD20,Femenino,RCM,CEM,EHE,LCMD,SI,,90,24,0.00,0.00,Si,NO,No,600,93796,11000,11000,,
TOL05LEM3027,AD20,Femenino,RCS,TOL,EN,LEM,SI,1441,94,23,0.25,0.25,Si,NO,Sí,570,95982,10000,10000,,
TOL05LED3032,AD20,Masculino,RCS,TOL,ECSG,LED,SI,,79,24,0.00,0.00,No,SI,Sí,550,82448,12000,12000,,
GDA05LAF4725,AD20,Masculino,RO,GDL,EN,LAF,SI,1463,89,23,0.50,0.30,No,NO,No respuesta,550,92946,20000,20000,,
TOL05IIS3029,AD20,Femenino,RCS,TOL,EIC,IIS,SI,1261,91,23,0.00,0.25,Si,SI,Sí,550,88573,14000,14000,,
TOL05LEM3031,AD20,Femenino,RCS,TOL,EN,LEM,SI,1323,91,23,0.35,0.35,Si,NO,Sí,550,94561,12000,12000,,
TOL05LED3037,AD20,Femenino,RCS,TOL,ECSG,LED,SI,,83,23,0.00,0.00,No,NO,Sí,550,90982,25000,25000,,
TOL05IIS3038,AD20,Femenino,RCS,TOL,EIC,IIS,SI,1398,91,24,0.20,0.20,Si,SI,No,597,90533,18000,18000,,
TOL05LDI3039,AD20,Femenino,RCS,TOL,EAAD,LDI,SI,1457,92,24,0.15,0.15,Si,SI,No,587,92339,11000,11000,,
TOL05IMT3042,AD20,Femenino,RCS,TOL,EIC,IMT,SI,1402,94,23,0.40,0.40,Si,NO,Sí,610,94278,25000,25000,,
CSF05LEF495,AD20,Masculino,RCM,CSF,ECSG,LEF,SI,,91,24,0.20,0.20,No,SI,No,593,90375,32000,32000,,
GDA05ITE4733,AD20,Masculino,RO,GDL,EIC,ITE,SI,1466,92,23,0.10,0.10,Si,NO,Sí,663,91101,25000,25000,,
CSF05LMC506,AD20,Femenino,RCM,CSF,EN,LMC,SI,,85,23,0.15,0.15,No,NO,Sí,567,90.8,22700,22700,,
GDA05BIE4463,AD20,Femenino,RO,GDL,EIC,IIS,SI,1420,92,23,0.90,0.00,Si,SI,Sí,590,89432,11500,11500,,
TOL05IMT3043,AD20,Masculino,RCS,TOL,EIC,IMT,SI,1445,97,23,0.40,0.40,Si,NO,Sí,550,96032,25000,25000,,
TOL05ISC3044,AD20,Masculino,RCS,TOL,EIC,ISC,NO,,86,29,0.00,0.00,Si,NO,Sí,600,86372,30000,30000,,
CSF05LAF532,AD20,Masculino,RCM,CSF,EN,LAF,SI,,,24,0.25,0.25,No,SI,Sí,600,96089,25000,25000,,
TOL05CPF3046,AD20,Masculino,RCS,TOL,EN,LCPF,SI,,87,23,0.05,0.25,Si,NO,Sí,550,89446,21360,21360,,
TOL05LEM3047,AD20,Femenino,RCS,TOL,EN,LEM,SI,1348,96,23,0.40,0.40,Si,NO,Sí,597,96111,19100,19100,,
TOL05LAE3049,AD20,Femenino,RCS,TOL,EN,LAE,SI,,88,23,0.20,0.20,Si,NO,Sí,587,95214,19100,19100,,
TOL05LCD3052,AD20,Femenino,RCS,TOL,EHE,LCMD,NO,,87,27,0.35,0.25,Si,NO,Sí,550,93781,27500,27500,,
TOL05LAE3053,AD20,Masculino,RCS,TOL,EN,LAE,SI,,78,23,0.00,0.00,Si,NO,Sí,583,88631,20000,20000,,
TOL05LIN3055,AD20,Femenino,RCS,TOL,EN,LIN,SI,,87,23,0.00,0.00,No,SI,Sí,550,90362,17000,17000,,
TOL05IIS3040,AD20,Masculino,RCS,TOL,EIC,IIS,NO,1315,73,26,0.00,,No,NO,Sí,553,82.22,8000,8000,,
CSF05LAE568,AD20,Masculino,RCM,CSF,EN,LAE,SI,,82,24,0.00,0.00,Si,SI,No,550,82.35,12000,12000,,
TOL05IMT3045,AD20,Masculino,RCS,TOL,EIC,IMT,NO,,73,26,0.00,0.00,No,NO,No,550,75012,32000,32000,,
CSF05IDS577,AD20,Masculino,RCM,CSF,EIC,IDS,NO,1448,75,25,0.00,0.00,Si,NO,Sí,550,83764,14000,14000,,
TOL05IIS3060,AD20,Femenino,RCS,TOL,EIC,IIS,SI,1314,88,23,0.35,0.35,Si,NO,Sí,550,90934,15000,15000,,
QRO05LRI2790,AD20,Femenino,RCS,QRO,ECSG,LRI,SI,,89,23,0.00,0.00,No,NO,Sí,550,92421,16000,16000,,
TOL05ARQ3067,AD20,Masculino,RCS,TOL,EAAD,ARQ,NO,1190,73,26,0.00,0.00,No,NO,Sí,550,82942,16660,16660,,
TOL05IIS3069,AD20,Masculino,RCS,TOL,EIC,IIS,NO,1293,68,26,0.00,0.00,Si,NO,Sí,550,78155,14000,14000,,
TOL05LED3072,AD20,Femenino,RCS,TOL,ECSG,LED,NO,,,26,0.25,0.25,Si,NO,Sí,640,92.75,10000,10000,,
TOL05IBT3073,AD20,Femenino,RCS,TOL,EIC,IBT,NO,,,25,0.20,0.20,Si,SI,Sí,550,88532,0,0,,
TOL05IIS3074,AD20,Masculino,RCS,TOL,EIC,IIS,NO,1156,87,24,0.00,0.40,No,SI,Sí,550,81718,0,0,,
CSF05LAE369,AD20,Masculino,RCM,CSF,EN,LAE,NO,1348,87,25,0.30,0.30,Si,SI,Sí,550,90.2,21000,21000,,
TOL05BIE3082,AD20,Masculino,RCS,TOL,EIC,IIS,NO,1436,92,25,0.00,0.10,No,SI,Sí,550,84391,59888,59888,,
TOL05BIE3081,AD20,Femenino,RCS,TOL,EIC,IIS,NO,1432,91,25,0.00,0.00,No,SI,Sí,600,90507,61594,61594,,
