Folio,Periodo,Nivel,PrepaTEC,Escuela,Genero,Edad,Foraneo,FGS,Rubrica_CyE,PromMate,Ingles,FTE,P_Beca,P_Prestamo,HijoMilitar,Prog_Lider,Retencion1erA,Prom1erSem,Prom2doSem,Prom1erA
BCCIICJD,AD19,Profesional,SI,EN,Masculino,18.68888889,Local,No,,85,7,1,0.15,0.15,NO,NO,1,92.5,95.7,94.88888889
BCCIICJE,AD19,Profesional,SI,EMCS,Masculino,19.07777778,Local,Sin información,40,93.5,7,1.104166667,0,0,NO,NO,1,92.33333333,85.25,90.21052632
BCCIICJF,AD19,Profesional,SI,EHE-EAAD,Femenino,18.35277778,Local,No,,77,7,1,0,0,NO,NO,1,94.66666667,88.16666667,91.41666667
BCCIICJG,AD19,Profesional,SI,EMCS,Femenino,18,Local,No,35,99,7,1,0.2,0,NO,NO,1,97.88888889,97.8,97.94444444
BCCIICJH,AD19,Profesional,SI,EHE-EAAD,Femenino,18.33611111,Local,No,,88,7,1,0.9,0,NO,NO,1,97.16666667,97.75,97.30769231
BCCIICJI,AD19,Profesional,SI,EIC,Femenino,19.23888889,Local,No,,93.5,7,1,0.8,0,NO,NO,1,82,91.75,88.63636364
BCCIICJJ,AD19,Profesional,SI,EMCS,Femenino,18.14722222,Local,No,,84.5,7,1,0,0,NO,NO,1,83.875,79.75,85.22222222
BCCIICJK,AD19,Profesional,SI,EIC,Masculino,19.33611111,Local,No,,91.5,7,1,0.4,0.15,NO,NO,1,89.57142857,91.88888889,91.83333333
BCCIICKB,AD19,Profesional,SI,EN,Femenino,18.91388889,Local,No,,81.5,7,1,0,0,NO,NO,1,85.3,92.3,89.05555556
BCCIICKC,AD19,Profesional,SI,ECSG,Masculino,18.69722222,Local,No,,71,7,1,0.5,0,NO,NO,1,96.14285714,96.25,96.28205128
BCCIICKD,AD19,Profesional,SI,EMCS,Femenino,19.56666667,Local,No,50,91,7,1.104166667,0,0,NO,NO,1,95.22222222,90.75,94.81578947
BCCIICKE,AD19,Profesional,SI,EIC,Masculino,18.11388889,Local,No,,75.5,7,1,0,0,NO,NO,1,81.6,79.11111111,81.36666667
BCCIICKF,AD19,Profesional,SI,EAAD-EIC,Masculino,19.24166667,Local,No,,81.5,7,1,0.7,0,NO,NO,1,97.5,94.71428571,96.38888889
BCCIICKG,AD19,Profesional,SI,EN,Femenino,18.61388889,Local,No,,72,7,1,0,0,NO,NO,1,80.8,89.33333333,82.77777778
BCCIICKH,AD19,Profesional,NO,EAAD-EIC,Masculino,19.18888889,Local,No,34,NA,6,1,0,0,NO,NO,1,86.28571429,85.125,85.25
BCCIICKI,AD19,Profesional,SI,ECSG,Masculino,19.20833333,Local,No,,74.5,7,1,0,0,NO,NO,1,79.85714286,81,81.83333333
BCCIIDBB,AD19,Profesional,SI,EHE-EAAD,Femenino,18.58611111,Local,Sin información,,77,7,1,0,0,NO,NO,1,96.5,94.16666667,95.33333333
BCCIIDBC,AD19,Profesional,NO,EHE-EAAD,Femenino,18.32222222,SI: Extranjero,No,32,NA,6,1,0,0,NO,NO,1,92.66666667,97.66666667,95.16666667
BCCIIDBE,AD19,Profesional,SI,ECSG,Femenino,18.325,Local,No,,98.5,7,1,0.5,0.15,NO,NO,1,98.14285714,98.42857143,98.52777778
BCCIIDBG,AD19,Profesional,SI,ECSG,Femenino,18.95,Local,No,,84,7,1,0,0,NO,NO,1,94.57142857,90.875,93.72222222
BCCIIDBH,AD19,Profesional,SI,EIC,Masculino,18.54444444,Local,No,,97.5,7,1,0,0,NO,NO,1,98,96.88888889,97.64102564
BCCIIDBI,AD19,Profesional,SI,EIC,Femenino,18.63055556,Local,No,,86,7,1,0.4,0,NO,NO,1,91,92.66666667,91.5
BCCIIDBJ,AD19,Profesional,SI,EIC,Femenino,18.50277778,Local,No,,92.5,7,1,0,0,NO,NO,1,87.125,91.33333333,90.80555556
BCCIIDBK,AD19,Profesional,SI,ECSG,Masculino,18.81944444,Local,Sin información,,91,7,1,0.4,0.15,NO,NO,1,90.42857143,90.75,90.16666667
BCCIIDCB,AD19,Profesional,SI,EN,Femenino,18.43055556,Local,No,,85.5,7,1,0,0,NO,NO,1,84.7,87.8,85.69444444
BCCIIDCF,AD19,Profesional,SI,ECSG,Masculino,18.91944444,Local,No,,82.22646484,7,1,0.4,0,NO,NO,1,90.14285714,98.75,95.13888889
BCCIIDCH,AD19,Profesional,SI,EIC,Femenino,19.38055556,Local,No,,76,7,1,0.4,0,NO,NO,1,89.75,91.14285714,91.97058824
BCCIIDCI,AD19,Profesional,SI,EIC,Masculino,18.21666667,Local,No,,91,7,1,0,0,NO,NO,1,92,91.33333333,91.52777778
BCCIIDCJ,AD19,Profesional,SI,EN,Masculino,18.225,Local,No,,82.5,7,1,0,0,NO,NO,1,84.1,88.2,87.08333333
BCCIIDDC,AD19,Profesional,SI,EN,Femenino,18.48611111,Local,No,,85,7,1,0,0,NO,NO,0,0,0,#N/A
BCCIIDDE,AD19,Profesional,SI,EMCS,Femenino,19.26388889,Local,No,,86.5,7,1,0.15,0.15,NO,NO,1,86.66666667,85.66666667,89.72727273
BCCIIDDF,AD19,Profesional,SI,EN,Femenino,19.13055556,Local,No,,88.5,7,1,0,0,NO,NO,1,89.7,88.5,89.5
BCCIIDDG,AD19,Profesional,SI,ECSG,Masculino,19.06388889,Local,No,,80.5,7,1,0,0,NO,NO,1,43.71428571,0,46.27777778
BCCIIDDH,AD19,Profesional,SI,ECSG,Femenino,18.88611111,Local,Sin información,,91.5,7,1,0.4,0,NO,NO,1,95.6,96.875,96.47222222
BCCIIDDI,AD19,Profesional,SI,EIC,Masculino,19.21388889,Local,No,,88,7,1,0.15,0.15,NO,NO,1,84.875,92.66666667,89.77777778
BCCIIDDJ,AD19,Profesional,SI,EN,Femenino,19.14166667,Local,No,,86.5,7,1,0,0,NO,NO,1,89.77777778,88.3,89.48717949
BCCIIDDK,AD19,Profesional,SI,ECSG,Femenino,18.66944444,Local,No,,96,7,1,0.25,0.25,NO,NO,1,95.57142857,98.125,96.47222222
BCCIIDEB,AD19,Profesional,SI,ECSG,Masculino,19.03888889,Local,No,,93.5,7,1,0,0,NO,NO,1,82.85714286,94.875,87.77777778
BCCIIDEC,AD19,Profesional,SI,ECSG,Femenino,18.75555556,Local,Sin información,,87.5,7,1,0,0,NO,NO,1,93.14285714,96.625,94.97435897
BCCIIDEF,AD19,Profesional,SI,EAAD-EIC,Masculino,19.09444444,Local,No,,85.5,7,1,0,0,NO,NO,1,95.28571429,93.375,94.52777778
BCCIIDEG,AD19,Profesional,SI,EN,Femenino,18.725,Local,No,,71,7,1,0,0,NO,NO,1,87.9,93.44444444,91.61111111
BCCIIDEH,AD19,Profesional,SI,ECSG,Femenino,18.43888889,Local,No,,83.5,7,1,0,0,NO,NO,1,92.57142857,93.5,93.05555556
BCCIIDFC,AD19,Profesional,SI,EN,Masculino,19.48333333,Local,Sin información,,80,7,1,0,0,NO,NO,1,83.9,88,85.52777778
BCCIIDFD,AD19,Profesional,NO,EAAD-EIC,Femenino,19.03055556,Local,Sin información,50,NA,6,1,0,0,NO,NO,1,91.42857143,95.125,93.07692308
BCCIIDFE,AD19,Profesional,SI,EHE-EAAD,Femenino,18.35277778,Local,No,,80.5,7,1,0,0,NO,NO,1,84.25,89.66666667,87.36363636
BCCIIDFF,AD19,Profesional,SI,ECSG,Masculino,19.19722222,Local,No,,83,7,1,0.15,0.15,NO,NO,1,92.8,90.125,92.80555556
BCCIIDFG,AD19,Profesional,SI,EIC,Femenino,18.85277778,Local,No,,71.5,7,1,0,0,NO,NO,0,0,0,#N/A
BCCIIDGB,AD19,Profesional,SI,EN,Masculino,18.34166667,Local,No,,80.5,7,1,0,0,NO,NO,1,86,86,85.55555556
BCCIIDGC,AD19,Profesional,SI,EIC,Masculino,18,Local,No,,87,7,1.166666667,0.199999965,0.199999965,NO,NO,1,90.77777778,92.2,91.5
BCCIIDGD,AD19,Profesional,SI,EMCS,Femenino,18.32222222,Local,No,,79,7,1.041666667,0,0,NO,NO,1,82,85.375,85.48484848
BCCIIDGE,AD19,Profesional,SI,ECSG,Masculino,18.47222222,Local,No,,87,7,1,0.7,0,NO,NO,1,82.42857143,88.5,85.80555556
BCCIIDGF,AD19,Profesional,SI,EN,Femenino,19.35,Local,Sin información,,92,7,1,0,0,NO,NO,1,96.3,98.8,97.66666667
BCCIIDGG,AD19,Profesional,SI,EIC,Masculino,18.78055556,Local,No,,74,7,1,0,0,NO,NO,1,80.75,92.11111111,88.13157895
BCCIIDGH,AD19,Profesional,SI,EAAD-EIC,Femenino,18.78055556,Local,No,,94,7,1,0.4,0,NO,NO,1,94.71428571,96.25,95.75
BCCIIDGI,AD19,Profesional,SI,EMCS,Masculino,18.64166667,Local,No,40,93,7,1.104166667,0.899999978,0,NO,NO,1,93.3,88.44444444,92.97560976
BCCIIDGK,AD19,Profesional,SI,EAAD-EIC,Femenino,19.075,Local,Sí,,98,7,1,0.4,0,NO,NO,1,96.42857143,96.75,96.82051282
BCCIIDHB,AD19,Profesional,SI,EN,Masculino,18.85,Local,Sin información,,71.5,7,1,0,0,NO,NO,1,80.9,88.2,84.94736842
BCCIIDHC,AD19,Profesional,SI,EN,Masculino,18.52777778,Local,No,,82,7,1,0,0,NO,NO,1,86.4,94.5,91.16216216
BCCIIDHE,AD19,Profesional,SI,EN,Masculino,18.76111111,Local,No,,94,7,1,0,0,NO,NO,1,92,90.8,92.22222222
BCCIIDHF,AD19,Profesional,SI,EMCS,Femenino,18.025,Local,No,40,91,7,1.104166667,0,0,NO,NO,1,90.4,86.625,92.43902439
BCCIIDHG,AD19,Profesional,SI,EIC,Femenino,18.5,Local,No,,86.5,7,1,0,0,NO,NO,1,84.25,90.33333333,87.58333333
BCCIIDHI,AD19,Profesional,SI,EIC,Masculino,19.11666667,Local,No,,77.5,7,1,0,0,NO,NO,1,81,81.11111111,80.76470588
BCCIIDHK,AD19,Profesional,NO,EN,Femenino,18.76944444,Local,No,50,NA,6,1,0.2,0,NO,NO,1,89.8,95.1,93.75
BCCIIDIB,AD19,Profesional,SI,EN,Femenino,18.43055556,Local,No,,78,7,1,0,0,NO,NO,0,0,0,#N/A
BCCIIDIC,AD19,Profesional,SI,EN,Femenino,18.83888889,Local,No,,90.5,7,1,0.15,0.15,NO,NO,1,93,96.1,95.66666667
BCCIIDID,AD19,Profesional,SI,EHE-EAAD,Femenino,18.91944444,Local,No,,91.5,7,0.833333333,0,0,NO,NO,1,90.6,95.83333333,93.16666667
BCCIIDIE,AD19,Profesional,SI,EN,Femenino,18.86388889,Local,No,,82.5,7,1,0,0,NO,NO,1,88.55555556,95.3,91.61111111
BCCIIDIF,AD19,Profesional,SI,EIC,Masculino,18.89722222,Local,No,,81,7,1,0.4,0,NO,NO,1,92.75,95.11111111,95.1025641
BCCIIDIG,AD19,Profesional,SI,ECSG,Femenino,18.70833333,Local,No,,87,7,1,0.4,0,NO,NO,1,94.42857143,94.85714286,94.77777778
BCCIIDIH,AD19,Profesional,SI,ECSG,Masculino,19.26666667,Local,Sí,,92.5,7,1,0,0,NO,NO,1,94.8,96.625,95.66666667
BCCIIDII,AD19,Profesional,SI,EN,Femenino,19.36111111,Local,No,,95.5,7,1,0.4,0,NO,NO,1,93.4,97.44444444,94.93939394
BCCIIDIJ,AD19,Profesional,SI,ECSG,Masculino,18.775,Local,No,,80.5,7,1,0.4,0,NO,NO,1,91.2,90.625,91.52777778
BCCIIDJB,AD19,Profesional,SI,ECSG,Femenino,18.75833333,Local,No,,78,7,1,0,0,NO,NO,1,94.85714286,95.75,95.36111111
BCCIIDJC,AD19,Profesional,NO,EHE-EAAD,Femenino,17.97222222,Local,No,25,NA,6,1,0,0,NO,NO,1,90.16666667,96.66666667,93.41666667
BCCIIDJD,AD19,Profesional,SI,ECSG,Masculino,18.91111111,Local,No,,76.5,7,1,0,0,NO,NO,1,92.16666667,89.25,91.5
BCCIIDJF,AD19,Profesional,SI,EN,Masculino,19.01666667,Local,Sí,,87.5,7,1,0,0,NO,NO,1,82,88.1,85.02777778
BCCIIDJG,AD19,Profesional,SI,EMCS,Masculino,18.33611111,Local,No,50,88,7,1.104166667,0,0,NO,NO,1,92.1,95.44444444,93.55263158
BCCIIDJH,AD19,Profesional,SI,EIC,Masculino,17.93888889,Local,No,,74.5,7,1,0,0,NO,NO,1,81.125,79.33333333,79.86111111
BCCIIDJI,AD19,Profesional,SI,EIC,Masculino,19.375,Local,No,,81.5,7,1,0,0,NO,NO,1,88.625,91.88888889,91.88095238
BCCIIDJJ,AD19,Profesional,SI,EIC,Masculino,19.26666667,Local,No,,90,7,1,0.5,0,NO,NO,1,98,97.5,97.69444444
BCCIIDKB,AD19,Profesional,NO,EIC,Femenino,18.76944444,SI: Extranjero,No,50,NA,6,1,0.2,0,NO,NO,1,94.125,96.25,94.46153846
BCCIIDKC,AD19,Profesional,SI,EIC,Masculino,17.94166667,Local,No,,78,4,1,0,0,NO,NO,0,78.125,50.44444444,63.5952381
BCCIIDKD,AD19,Profesional,SI,EN,Masculino,19.525,Local,No,,88,7,1,0,0,NO,NO,1,87.7,85.1,85.72222222
BCCIIDKE,AD19,Profesional,NO,EN,Femenino,17.94444444,Local,No,50,NA,6,1,0.3,0,NO,NO,1,88.5,91,90.51428571
BCCIIDKF,AD19,Profesional,SI,EN,Masculino,18.98055556,Local,No,,72,7,1,0,0,NO,NO,1,85.4,93.3,89.80555556
BCCIIDKG,AD19,Profesional,SI,EIC,Femenino,19.15555556,Local,No,,96,7,1,0.25,0.25,NO,NO,1,92.125,95.875,94.44444444
BCCIIDKJ,AD19,Profesional,SI,EN,Masculino,18.75555556,Local,Sin información,,70,5,1,0,0,NO,NO,1,78.22222222,73.71428571,73.83870968
BCCIIDKK,AD19,Profesional,SI,EN,Femenino,19.36388889,Local,No,,73.5,7,1,0,0,NO,NO,1,84.22222222,90.88888889,87.69444444
BCCIIEBB,AD19,Profesional,SI,EN,Femenino,18.43611111,Local,No,,84.5,7,1,0,0,NO,NO,1,88.2,93.55555556,90.75
BCCIIEBD,AD19,Profesional,SI,EN,Femenino,18.83055556,Local,No,,82.5,7,1,0,0,NO,NO,1,95.11111111,96.3,95.33333333
BCCIIEBG,AD19,Profesional,SI,EMCS,Masculino,19.57777778,Local,Sin información,,80,7,1.104166667,0,0,NO,NO,1,84.6,88.88888889,86.61290323
BCCIIEBH,AD19,Profesional,SI,EHE-EAAD,Femenino,19.14166667,Local,No,,81,7,1,0,0,NO,NO,1,92.33333333,92.33333333,92.33333333
BCCIIEBI,AD19,Profesional,SI,EHE-EAAD,Femenino,18.61388889,Local,No,,71.5,7,1,0,0,NO,NO,1,89,92.66666667,90.83333333
BCCIIEBJ,AD19,Profesional,SI,EIC,Femenino,18.62777778,Local,No,,84.5,7,1,0.15,0.15,NO,NO,1,86.75,92.55555556,89.55555556
BCCIIEBK,AD19,Profesional,SI,EN,Femenino,18.67777778,Local,No,,89.5,7,1,0,0,NO,NO,1,89,94.11111111,91.51428571
BCCIIECB,AD19,Profesional,SI,EIC,Masculino,18.41388889,Local,No,,96,7,1,0,0,NO,NO,1,91.75,89.66666667,90.72222222
BCCIIECD,AD19,Profesional,SI,EN,Masculino,18.96111111,Local,No,,74.5,7,1,0,0,NO,NO,1,89.88888889,89.9,88.47222222
BCCIIECF,AD19,Profesional,SI,ECSG,Femenino,18.88888889,Local,No,,79.5,7,1,0.4,0,NO,NO,1,88.14285714,86.71428571,89.11111111
BCCIIECG,AD19,Profesional,SI,EN,Masculino,19.175,Local,No,,79,7,1,0.9,0,NO,NO,1,83.3,88,85.58333333
BCCIIECI,AD19,Profesional,SI,EHE-EAAD,Femenino,18.33611111,Local,No,,81.5,7,1,0,0,NO,NO,1,93.5,95.83333333,94.66666667
BCCIIECJ,AD19,Profesional,SI,EN,Masculino,18.96111111,Local,No,,73,7,1,0,0,NO,NO,1,82.1,87.6,85.41666667
BCCIIECK,AD19,Profesional,SI,ECSG,Femenino,19.21944444,Local,Sin información,,71.5,7,1,0,0,NO,NO,1,81.8,91.66666667,87.77419355
BCCIIEDB,AD19,Profesional,SI,EIC,Masculino,18.87777778,Local,Sin información,,82,7,1,0,0,NO,NO,1,78,90,83.52777778
BCCIIEDD,AD19,Profesional,SI,EN,Masculino,19.475,Local,Sin información,,70,7,1,0,0,NO,NO,1,80.2,90.6,85.16666667
BCCIIEDE,AD19,Profesional,SI,EMCS,Femenino,18.29444444,Local,Sin información,,85.5,7,1,0,0,NO,NO,1,76.7,84.5,84.05263158
BCCIIEDF,AD19,Profesional,SI,EN,Masculino,18.49166667,Local,No,,73.5,7,1,0,0,NO,NO,1,64,86.9,72.52777778
BCCIIEDH,AD19,Profesional,SI,EMCS,Femenino,18.34444444,Local,No,,90,7,1.104166667,0,0,NO,NO,1,90.8,90.33333333,90.65853659
BCCIIEDI,AD19,Profesional,SI,EHE-EAAD,Femenino,19.45,Local,No,,76,7,1,0,0,NO,NO,0,91.5,90.33333333,90.91666667
BCCIIEDK,AD19,Profesional,SI,EIC,Femenino,18.71944444,Local,Sin información,,95,7,1,0,0,NO,NO,1,84.625,91.22222222,88.86111111
BCCIIEEC,AD19,Profesional,SI,EIC,Femenino,18.72777778,Local,No,,70.5,7,1,0,0,NO,NO,1,77.5,85.77777778,82.22222222
BCCIIEEE,AD19,Profesional,SI,EN,Femenino,18.84166667,Local,No,,94.5,7,1,0.4,0.2,NO,NO,1,94.8,97.4,95.61111111
BCCIIEEF,AD19,Profesional,SI,EIC,Masculino,18.77222222,Local,No,,94,7,1,0,0,NO,NO,1,88.75,87.66666667,88.13888889
BCCIIEEG,AD19,Profesional,SI,ECSG,Femenino,19.03055556,Local,Sin información,,77,7,1,0,0,NO,NO,1,90.28571429,94.25,92.63888889
BCCIIEEH,AD19,Profesional,SI,EIC,Femenino,18.28055556,Local,No,,79,7,1,0,0,NO,NO,1,78.57142857,87.55555556,83.55882353
BCCIIEEJ,AD19,Profesional,SI,EIC,Masculino,18.7,Local,No,,88.5,7,1,0.9,0,NO,NO,1,92.25,87.77777778,91.66666667
BCCIIEFB,AD19,Profesional,SI,EIC,Masculino,18.55277778,Local,No,,79.5,7,1,0,0,NO,NO,1,86.375,75.375,81.48484848
BCCIIEFD,AD19,Profesional,SI,ECSG,Femenino,19.02222222,Local,Sí,,86,7,1,0,0,NO,NO,1,90.57142857,88.875,90.38888889
BCCIIEFE,AD19,Profesional,SI,EIC,Femenino,18.26111111,Local,No,,95.5,7,1,0.4,0.25,NO,NO,1,97.125,99,99.13888889
BCCIIEFG,AD19,Profesional,SI,EN,Masculino,19.14444444,Local,Sin información,,87,7,1,0,0,NO,NO,1,91.3,91.66666667,92
BCCIIEFH,AD19,Profesional,SI,EIC,Femenino,18.34722222,Local,No,,89,7,1,0,0,NO,NO,1,90.25,81.22222222,89.08108108
BCCIIEFI,AD19,Profesional,SI,EN,Masculino,18.46111111,Local,No,,79,7,1,0,0,NO,NO,1,84.6,88.6,85.83333333
BCCIIEFJ,AD19,Profesional,SI,EIC,Masculino,18.07777778,Local,No,,98,7,1,0.6,0,NO,NO,1,96.875,94.22222222,95.52777778
BCCIIEGC,AD19,Profesional,SI,EN,Masculino,18.13333333,Local,No,,79.5,7,1,0,0,NO,NO,0,83.7,0,84.16666667
BCCIIEGD,AD19,Profesional,SI,EIC,Masculino,18.88055556,Local,No,,75,7,1,0,0,NO,NO,1,76.25,87.88888889,81.46341463
BCCIIEGF,AD19,Profesional,SI,EIC,Masculino,18.40833333,Local,No,,83.5,7,1,0,0,NO,NO,1,85.25,88.77777778,88.02777778
BCCIIEGG,AD19,Profesional,NO,EN,Masculino,18.46666667,Local,No,40,NA,6,1,0,0,NO,NO,1,92.5,94.7,93.11111111
BCCIIEGH,AD19,Profesional,SI,EIC,Masculino,19.56944444,Local,Sin información,,93.5,7,1,0.4,0,NO,NO,1,91.75,95,93.75
BCCIIEGI,AD19,Profesional,SI,EAAD-EIC,Femenino,18.11111111,Local,No,,82.22646484,7,1,0.4,0,NO,NO,1,98.66666667,98.5,98.66666667
BCCIIEGJ,AD19,Profesional,SI,EIC,Masculino,18.55,Local,No,,84,7,1,0,0,NO,NO,1,95,94.11111111,94.30555556
BCCIIEGK,AD19,Profesional,SI,EMCS,Femenino,18.14166667,Local,No,,81.5,7,1,0,0,NO,NO,1,83.88888889,87.5,89.55555556
BCCIIEHC,AD19,Profesional,NO,ECSG,Masculino,18.71388889,Local,No,46,NA,6,1,0.4,0,NO,NO,1,95.2,96.75,96.38888889
BCCIIEHG,AD19,Profesional,SI,EN,Masculino,18.53055556,Local,No,,85,7,1,0,0,NO,NO,1,30,79.75,54.73684211
BCCIIEHH,AD19,Profesional,SI,EN,Femenino,19.17222222,Local,No,,81,7,1,0,0,NO,NO,1,91.3,94.11111111,93.15151515
BCCIIEHI,AD19,Profesional,SI,EIC,Femenino,18.41666667,SI: Nacional,No,,75.5,7,1,0,0,NO,NO,1,87.25,93.66666667,91
BCCIIEHK,AD19,Profesional,SI,EIC,Masculino,18.1,Local,No,,96,7,1,0.9,0,NO,NO,1,91,93,93.22222222
BCCIIEIC,AD19,Profesional,SI,ECSG,Masculino,19.59722222,Local,No,,73,7,1,0,0,NO,NO,1,80.8,85.25,86.97222222
BCCIIEID,AD19,Profesional,SI,EIC,Femenino,18.42777778,Local,No,,84.5,4,1,0,0,NO,NO,1,86.125,88,87.38888889
BCCIIEIE,AD19,Profesional,SI,EAAD-EIC,Masculino,18.55277778,Local,Sin información,,86.5,7,1,0,0.25,NO,NO,1,85.57142857,89.5,87.69444444
BCCIIEIG,AD19,Profesional,SI,EN,Masculino,18.73333333,Local,No,,81.5,7,1,0,0,NO,NO,1,90.4,91,90.05555556
BCCIIEIH,AD19,Profesional,SI,EMCS,Femenino,18.84166667,Local,No,,81.5,7,1.104166667,0,0,NO,NO,1,83.33333333,85.22222222,87.47368421
BCCIIEII,AD19,Profesional,SI,EN,Femenino,18.31388889,Local,No,,75,7,1,0,0,NO,NO,1,85.1,89.3,86.44444444
BCCIIEIJ,AD19,Profesional,SI,EN,Femenino,18.91944444,Local,Sí,,82.5,7,1,0,0,NO,NO,1,89.44444444,91.1,88.75
BCCIIEIK,AD19,Profesional,SI,EHE-EAAD,Femenino,18.77777778,Local,No,,77,7,1,0,0,NO,NO,1,94.5,94.33333333,94.41666667
BCCIIEJB,AD19,Profesional,SI,EN,Femenino,19.13055556,Local,No,,82.5,7,1,0,0,NO,NO,1,91.7,92.3,91.71794872
BCCIIEJC,AD19,Profesional,SI,EIC,Femenino,18.79722222,Local,No,,86.5,7,1,0,0,NO,NO,1,85,86.22222222,87.22857143
BCCIIEJE,AD19,Profesional,SI,EIC,Masculino,19.12222222,Local,No,,74,7,1,0,0,NO,NO,1,75.375,84.44444444,82.05555556
BCCIIEJG,AD19,Profesional,SI,EN,Masculino,18.84166667,Local,Sin información,,82,7,1,0,0,NO,NO,1,88.8,89.9,89.36111111
BCCIIEJI,AD19,Profesional,NO,EN,Masculino,18.55277778,Local,No,40,NA,6,0.833333333,0,0,NO,NO,1,80.11111111,82.4,80.45454545
BCCIIEJJ,AD19,Profesional,SI,EN,Femenino,18.22222222,Local,No,,78,7,1,0,0,NO,NO,1,89,93.7,91.75
BCCIIEJK,AD19,Profesional,SI,EHE-EAAD,Femenino,19.53888889,Local,Sí,,78,7,1,0,0,NO,NO,1,92.66666667,90.4,91.91666667
BCCIIEKE,AD19,Profesional,SI,EHE-EAAD,Femenino,19.475,Local,No,,75.5,7,1,0,0,NO,NO,1,96.5,94.83333333,95.66666667
BCCIIEKG,AD19,Profesional,NO,ECSG,Masculino,18.35277778,Local,No,35,NA,6,1,0.9,0,NO,NO,1,80.42857143,78.25,77.76923077
BCCIIEKI,AD19,Profesional,SI,EN,Femenino,18.89722222,Local,No,,87.5,7,1,0,0,NO,NO,1,88.9,92,90.19444444
BCCIIEKJ,AD19,Profesional,SI,ECSG,Masculino,19.49444444,Local,Sin información,,68.5,7,1,0,0,NO,NO,1,83.5,73.875,82.69444444
BCCIIEKK,AD19,Profesional,SI,EIC,Masculino,18.98888889,Local,No,,72.5,7,1,0,0,NO,NO,1,74.375,84.42857143,80.76470588
BCCIIFBD,AD19,Profesional,SI,EIC,Masculino,18.37777778,Local,No,,81,7,1,0,0,NO,NO,1,88.375,92.22222222,90.63888889
BCCIIFBG,AD19,Profesional,SI,EIC,Masculino,18.18611111,Local,Sí,,89,7,1,0.9,0,NO,NO,1,91.125,96.66666667,93.66666667
BCCIIFBJ,AD19,Profesional,SI,EIC,Masculino,18.91666667,Local,No,,77.5,7,1,0,0,NO,NO,1,81.625,81.88888889,83.17142857
BCCIIFCG,AD19,Profesional,SI,EN,Masculino,19.04722222,Local,No,,70,6,1,0,0,NO,NO,0,82.3,82,81.30555556
BCCIIFCI,AD19,Profesional,SI,EAAD-EIC,Masculino,18.84444444,Local,No,,77.5,7,1,0,0,NO,NO,1,85,87.14285714,86.5
BCCIIFCK,AD19,Profesional,SI,ECSG,Masculino,18.74444444,Local,No,,75.5,6,1,0,0,NO,NO,1,76.71428571,79,78.05555556
BCCIIFDB,AD19,Profesional,NO,EIC,Masculino,18.23888889,Local,No,35,NA,6,0.875,0,0,NO,NO,1,71.33333333,87.22222222,84.51351351
BCCIIFDD,AD19,Profesional,NO,EN,Masculino,19.28611111,Local,No,36,NA,6,1,0,0,NO,NO,1,78.88888889,89.3,84.35897436
BCCIIFDF,AD19,Profesional,SI,EAAD-EIC,Masculino,19.09166667,Local,No,,80,5,1,0,0,NO,NO,1,74.57142857,86,79.33333333
BCCIIFDK,AD19,Profesional,SI,EIC,Femenino,17.78055556,Local,No,,73,7,1,0,0,NO,NO,1,89.25,90.33333333,90.63888889
BCCIIFEB,AD19,Profesional,SI,EIC,Masculino,18.08888889,Local,No,,73,7,1,0,0,NO,NO,1,82.5,81.11111111,83.08333333
BCCIIFII,AD19,Profesional,NO,EN,Femenino,17.5,Local,No,31,NA,6,1,0,0.2,NO,NO,0,90.77777778,93.5,92.77777778
BCCIIGJH,AD19,Profesional,NO,EIC,Masculino,17.84166667,Local,No,30,NA,6,0.666666667,0,0.250000001,NO,NO,1,72.16666667,90.4,83.48148148
BCCIIHDC,AD19,Profesional,NO,EHE-EAAD,Masculino,17.825,Local,No,35,NA,6,1,0,0,NO,NO,1,92.5,92.33333333,92.41666667
BCCIIHFG,AD19,Profesional,NO,EIC,Femenino,17.53611111,Local,No,36,NA,6,1,0.2,0.2,NO,NO,1,92.375,91.22222222,92.44444444
BCCIIHGE,AD19,Profesional,NO,EIC,Femenino,17.91944444,Local,No,44,NA,6,1,0.4,0,NO,NO,1,84.375,85.11111111,85.22222222
BCCIIKBE,AD19,Profesional,SI,EIC,Femenino,18.51388889,Local,No,,70.5,7,1,0,0,NO,NO,1,81.375,95.44444444,88.97222222
BCCJHIFE,AD19,Profesional,NO,EN,Masculino,25.40277778,Local,No,50,NA,6,1,0.4,0,NO,NO,1,91.25,91,90.97222222
BCCKDHIG,AD19,Profesional,SI,ECSG,Masculino,23.61666667,Local,Sin información,,98,6,0.666666667,0,0,NO,NO,0,89.5,90.66666667,90
BCCKFIIF,AD19,Profesional,SI,EIC,Femenino,19.67777778,Local,No,50,87,7,1,0,0,NO,NO,1,90.71428571,95.88888889,93.84615385
BCCKFJFH,AD19,Profesional,SI,EN,Femenino,20.11944444,Local,No,,82,7,0.833333333,0,0,NO,NO,1,75.33333333,81.6,75.27586207
BCCKGFBD,AD19,Profesional,SI,EIC,Masculino,18.49166667,Local,Sí,,85.5,4,1,0.9,0,NO,NO,1,90.25,90.66666667,91.08333333
